servico,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
VLT-Linha 4,B35T020D00208390,-22.89950495,-43.19928451,2026-04-26,ABERTO,2026-04-26 00:00:41.744143,2026-04-26 00:04:41.342499,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00207866,-22.89961281,-43.19927041,2026-04-26,ABERTO,2026-04-26 00:00:47.704951,2026-04-26 00:04:48.085281,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208802,-22.89944071,-43.19925945,2026-04-26,ABERTO,2026-04-26 00:00:43.518936,2026-04-26 00:04:43.686182,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208496,-22.89947984,-43.19924093,2026-04-26,ABERTO,2026-04-26 00:00:41.353522,2026-04-26 00:04:41.198604,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208774,-22.89950968,-43.19923404,2026-04-26,ABERTO,2026-04-26 00:00:42.049775,2026-04-26 00:04:41.875555,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209098,-22.89942141,-43.19922929,2026-04-26,ABERTO,2026-04-26 00:00:42.342372,2026-04-26 00:04:42.062158,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00207746,-22.89963286,-43.19918916,2026-04-26,ABERTO,2026-04-26 00:00:44.717906,2026-04-26 00:04:44.79175,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208618,-22.89970104,-43.19916369,2026-04-26,ABERTO,2026-04-26 00:00:50.625532,2026-04-26 00:04:50.790154,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209451,-22.8998479,-43.19914886,2026-04-26,ABERTO,2026-04-26 00:00:47.418583,2026-04-26 00:04:47.418459,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208869,-22.89966007,-43.19914054,2026-04-26,ABERTO,2026-04-26 00:00:59.536667,2026-04-26 00:04:59.816433,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00206265,-22.89988629,-43.1991165,2026-04-26,ABERTO,2026-04-26 00:00:47.658176,2026-04-26 00:04:47.938236,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208614,-22.89979896,-43.19908533,2026-04-26,ABERTO,2026-04-26 00:00:47.827126,2026-04-26 00:04:48.099722,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00205727,-22.89980774,-43.19905844,2026-04-26,ABERTO,2026-04-26 00:00:47.052719,2026-04-26 00:04:47.393281,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208952,-22.89998039,-43.19904816,2026-04-26,ABERTO,2026-04-26 00:00:54.924397,2026-04-26 00:04:55.00617,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209853,-22.89966805,-43.19899764,2026-04-26,ABERTO,2026-04-26 00:00:47.942165,2026-04-26 00:04:48.420069,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208619,-22.8997882,-43.19897229,2026-04-26,ABERTO,2026-04-26 00:00:47.375645,2026-04-26 00:04:47.440952,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209307,-22.90056376,-43.1989423,2026-04-26,ABERTO,2026-04-26 00:00:45.663678,2026-04-26 00:04:45.870693,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208867,-22.90011761,-43.19893298,2026-04-26,ABERTO,2026-04-26 00:00:46.248897,2026-04-26 00:04:46.169646,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209760,-22.89971954,-43.19891196,2026-04-26,ABERTO,2026-04-26 00:00:46.631339,2026-04-26 00:04:46.875662,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208616,-22.89990027,-43.19888924,2026-04-26,ABERTO,2026-04-26 00:00:46.063413,2026-04-26 00:04:46.207532,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209217,-22.89892055,-43.19886486,2026-04-26,ABERTO,2026-04-26 00:00:47.776269,2026-04-26 00:04:47.998005,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600547,-22.90289691,-43.19099612,2026-04-26,ABERTO,2026-04-26 00:00:04.035326,2026-04-26 00:04:03.698122,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600923,-22.90287945,-43.19098948,2026-04-26,ABERTO,2026-04-26 00:00:11.001614,2026-04-26 00:04:10.909483,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600927,-22.90274741,-43.19096226,2026-04-26,ABERTO,2026-04-26 00:00:03.889988,2026-04-26 00:04:03.710596,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600548,-22.90289455,-43.19088037,2026-04-26,ABERTO,2026-04-26 00:00:03.958693,2026-04-26 00:04:03.814568,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600563,-22.90347472,-43.1908194,2026-04-26,ABERTO,2026-04-26 00:00:07.736002,2026-04-26 00:04:07.395116,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600534,-22.90344208,-43.19078442,2026-04-26,ABERTO,2026-04-26 00:00:05.10172,2026-04-26 00:04:05.081352,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600533,-22.9034483,-43.19067288,2026-04-26,ABERTO,2026-04-26 00:00:04.217215,2026-04-26 00:04:04.210497,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600188,-22.90339922,-43.19063464,2026-04-26,ABERTO,2026-04-26 00:00:03.298041,2026-04-26 00:04:03.311704,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600186,-22.90340124,-43.19056083,2026-04-26,ABERTO,2026-04-26 00:00:07.982571,2026-04-26 00:04:07.633394,5,5,5,5,1.0,1.0
VLT-Linha 4,B5AT020D00600942,-22.90201622,-43.18389075,2026-04-26,FECHADO,2026-04-26 00:00:11.886892,2026-04-26 00:04:11.95878,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00210474,-22.90548242,-43.17831331,2026-04-26,ABERTO,2026-04-26 00:00:47.582822,2026-04-26 00:04:48.042089,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00205132,-22.90542607,-43.17785577,2026-04-26,ABERTO,2026-04-26 00:00:43.607971,2026-04-26 00:04:43.367695,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00203160,-22.90499937,-43.17780353,2026-04-26,ABERTO,2026-04-26 00:00:44.477763,2026-04-26 00:04:44.590747,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00201857,-22.90516628,-43.17763943,2026-04-26,ABERTO,2026-04-26 00:00:45.368531,2026-04-26 00:04:45.33678,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208933,-22.90493252,-43.17760811,2026-04-26,ABERTO,2026-04-26 00:00:15.879051,2026-04-26 00:04:15.662506,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208929,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:28.544302,2026-04-26 00:04:28.281911,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208878,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:18.630088,2026-04-26 00:04:18.598081,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209660,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:17.207687,2026-04-26 00:04:16.913573,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208796,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:18.988142,2026-04-26 00:04:18.884903,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00204012,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:27.845291,2026-04-26 00:04:27.631493,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209567,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:16.648206,2026-04-26 00:04:16.221366,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209564,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:19.887111,2026-04-26 00:04:19.791703,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209097,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:17.078419,2026-04-26 00:04:16.873526,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00206830,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:27.125318,2026-04-26 00:04:26.94854,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00210475,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:28.032615,2026-04-26 00:04:27.914859,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00203127,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:29.239634,2026-04-26 00:04:29.084916,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209448,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:17.288809,2026-04-26 00:04:16.917122,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209979,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:16.078317,2026-04-26 00:04:15.952609,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00203830,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:29.441075,2026-04-26 00:04:29.143959,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00205075,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:31.118567,2026-04-26 00:04:31.110264,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209436,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:15.915245,2026-04-26 00:04:15.733828,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208117,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:22.124832,2026-04-26 00:04:21.951795,5,5,5,0,0.0,1.0
VLT-Linha 4,B5AT020D00600014,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.17825,2026-04-26 00:04:38.467915,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00206821,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:32.729628,2026-04-26 00:04:32.306014,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00203253,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.05415,2026-04-26 00:04:40.017819,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209218,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:49.24541,2026-04-26 00:04:49.373381,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209105,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:43.670447,2026-04-26 00:04:44.627534,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00204960,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:28.462945,2026-04-26 00:04:28.495021,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209931,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:39.519324,2026-04-26 00:04:39.417772,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209658,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:18.167481,2026-04-26 00:04:17.886263,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209187,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:29.517619,2026-04-26 00:04:29.361995,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208494,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:27.526663,2026-04-26 00:04:27.536388,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208035,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:28.897804,2026-04-26 00:04:28.859268,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208945,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:16.898687,2026-04-26 00:04:16.920099,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208717,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:16.421952,2026-04-26 00:04:16.030572,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209449,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:15.710701,2026-04-26 00:04:15.211434,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208935,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:33.384127,2026-04-26 00:04:33.164893,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209184,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:30.358891,2026-04-26 00:04:30.114339,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208798,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:17.516378,2026-04-26 00:04:17.237649,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209294,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:19.079701,2026-04-26 00:04:18.87898,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00203755,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:50.108122,2026-04-26 00:04:50.515888,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00204179,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:30.864711,2026-04-26 00:04:30.587299,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209192,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:29.208235,2026-04-26 00:04:28.823261,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00204011,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.476157,2026-04-26 00:04:37.098351,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00208799,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:17.825477,2026-04-26 00:04:17.904725,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00202816,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:30.099214,2026-04-26 00:04:29.803044,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209350,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:19.753233,2026-04-26 00:04:19.634128,5,5,5,0,0.0,1.0
