servico,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
VLT-Linha 1,B35T020D00209076,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.155674,2026-04-26 00:04:40.209058,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00203863,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:48.712898,2026-04-26 00:04:48.839085,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208116,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:47.976616,2026-04-26 00:04:48.010866,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209188,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:57.593637,2026-04-26 00:04:57.917439,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208391,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.482081,2026-04-26 00:04:38.257569,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00207094,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.509055,2026-04-26 00:04:40.293781,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00204454,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.849649,2026-04-26 00:04:37.658944,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208615,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:56.066034,2026-04-26 00:04:56.532727,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00206518,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:55.999112,2026-04-26 00:04:56.249001,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205734,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.021253,2026-04-26 00:04:40.12115,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208027,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.40663,2026-04-26 00:04:54.361895,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00204052,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:57.921013,2026-04-26 00:04:58.156653,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205882,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:46.196438,2026-04-26 00:04:46.218283,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00210608,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.61764,2026-04-26 00:04:54.790321,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00206996,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:41.004618,2026-04-26 00:04:41.011525,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205894,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:47.066861,2026-04-26 00:04:47.274495,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205071,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.562477,2026-04-26 00:04:38.500941,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209135,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:34.124333,2026-04-26 00:04:33.986344,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209096,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:53.079278,2026-04-26 00:04:53.050132,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209030,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.505519,2026-04-26 00:04:52.696869,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209899,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:36.792243,2026-04-26 00:04:36.484226,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00206289,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:39.626847,2026-04-26 00:04:39.644062,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208662,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:55.655222,2026-04-26 00:04:55.796004,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209078,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:35.643901,2026-04-26 00:04:35.609451,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208121,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:49.943938,2026-04-26 00:04:50.504051,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208118,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:47.300145,2026-04-26 00:04:47.431232,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205816,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.31203,2026-04-26 00:04:37.249826,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209850,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:49.569666,2026-04-26 00:04:49.686581,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209263,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:34.879683,2026-04-26 00:04:34.922119,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00201620,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:44.987298,2026-04-26 00:04:45.06263,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209201,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:51.878577,2026-04-26 00:04:52.045716,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00203911,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:42.76556,2026-04-26 00:04:43.104792,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209191,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:56.761968,2026-04-26 00:04:56.718693,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208388,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.457761,2026-04-26 00:04:38.297511,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209361,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:57.723334,2026-04-26 00:04:57.925201,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00206042,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:56.437379,2026-04-26 00:04:56.439834,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209762,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.997073,2026-04-26 00:04:37.837024,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00204013,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.827607,2026-04-26 00:04:55.227024,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208491,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:58.773558,2026-04-26 00:04:58.723375,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00204176,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:43.932239,2026-04-26 00:04:44.171391,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209943,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:41.492819,2026-04-26 00:04:41.50182,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208232,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:43.294543,2026-04-26 00:04:43.428548,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208985,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:58.787193,2026-04-26 00:04:59.054167,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208075,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.560193,2026-04-26 00:04:54.637992,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208882,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:34.437651,2026-04-26 00:04:34.505598,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209363,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.663682,2026-04-26 00:04:55.025549,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209996,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:41.023243,2026-04-26 00:04:41.214764,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209961,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:47.103897,2026-04-26 00:04:47.29677,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00202344,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:53.112697,2026-04-26 00:04:53.331455,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208317,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:43.584596,2026-04-26 00:04:43.921692,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209959,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:49.098001,2026-04-26 00:04:49.088586,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209999,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:51.972845,2026-04-26 00:04:52.209356,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00202562,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:47.918726,2026-04-26 00:04:48.030793,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209998,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.524883,2026-04-26 00:04:40.632833,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208490,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.136561,2026-04-26 00:04:37.461496,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208984,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.754696,2026-04-26 00:04:52.885841,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208387,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.448086,2026-04-26 00:04:37.334639,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209094,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.307471,2026-04-26 00:04:52.317305,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00207317,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:40.724979,2026-04-26 00:04:40.8015,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209900,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:34.916087,2026-04-26 00:04:35.106832,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00205735,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:39.168921,2026-04-26 00:04:39.054119,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209199,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:55.554381,2026-04-26 00:04:55.744984,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209083,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.915148,2026-04-26 00:04:38.758778,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00209765,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.183064,2026-04-26 00:04:52.155034,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00202340,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:29.529751,2026-04-26 00:04:29.495288,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00206517,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:46.711471,2026-04-26 00:04:46.948967,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00208030,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:53.561503,2026-04-26 00:04:53.745257,5,5,5,0,0.0,1.0
VLT-Linha 1,B35T020D00204422,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:43.400639,2026-04-26 00:04:43.282056,5,5,5,0,0.0,1.0
VLT-Linha 2,B35T020D00209903,-22.89885561,-43.21157771,2026-04-26,FECHADO,2026-04-26 00:00:11.926543,2026-04-26 00:04:11.787446,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00209205,-22.89885535,-43.2115707,2026-04-26,FECHADO,2026-04-26 00:00:01.211708,2026-04-26 00:04:01.266308,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00208801,-22.89888542,-43.21155699,2026-04-26,FECHADO,2026-04-26 00:00:10.4485,2026-04-26 00:04:10.211554,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00210006,-22.89887433,-43.21155675,2026-04-26,FECHADO,2026-04-26 00:00:17.967922,2026-04-26 00:04:17.965748,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00209290,-22.89886135,-43.21155016,2026-04-26,FECHADO,2026-04-26 00:00:20.471685,2026-04-26 00:04:20.411823,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00208773,-22.89885867,-43.21152938,2026-04-26,FECHADO,2026-04-26 00:00:14.236191,2026-04-26 00:04:14.115306,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00209793,-22.89888133,-43.21151072,2026-04-26,FECHADO,2026-04-26 00:00:22.94988,2026-04-26 00:04:22.85473,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00206829,-22.89886448,-43.211503,2026-04-26,FECHADO,2026-04-26 00:00:21.584364,2026-04-26 00:04:21.417832,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00206828,-22.89885635,-43.21149731,2026-04-26,FECHADO,2026-04-26 00:00:22.763531,2026-04-26 00:04:22.300748,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00209898,-22.89880812,-43.21148088,2026-04-26,FECHADO,2026-04-26 00:00:37.692463,2026-04-26 00:04:37.685129,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00207354,-22.8988612,-43.21147894,2026-04-26,FECHADO,2026-04-26 00:00:19.623538,2026-04-26 00:04:19.66897,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00210009,-22.89887972,-43.21145341,2026-04-26,FECHADO,2026-04-26 00:00:20.314412,2026-04-26 00:04:20.228436,5,5,5,5,1.0,1.0
VLT-Linha 2,B35T020D00209207,-22.89886722,-43.21144057,2026-04-26,FECHADO,2026-04-26 00:00:19.189771,2026-04-26 00:04:19.096755,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208939,-22.89898596,-43.20099353,2026-04-26,ABERTO,2026-04-26 00:00:41.809326,2026-04-26 00:04:41.707568,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208771,-22.8989622,-43.20010785,2026-04-26,ABERTO,2026-04-26 00:00:46.300171,2026-04-26 00:04:46.562961,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208938,-22.89853246,-43.19986246,2026-04-26,ABERTO,2026-04-26 00:00:46.21163,2026-04-26 00:04:45.954035,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208497,-22.89829041,-43.19974383,2026-04-26,ABERTO,2026-04-26 00:00:16.539231,2026-04-26 00:04:16.53797,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208784,-22.89869114,-43.19973511,2026-04-26,ABERTO,2026-04-26 00:00:15.404407,2026-04-26 00:04:15.307108,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209565,-22.89875564,-43.19965579,2026-04-26,ABERTO,2026-04-26 00:00:47.740267,2026-04-26 00:04:47.554292,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208360,-22.89921572,-43.19959425,2026-04-26,ABERTO,2026-04-26 00:00:12.769363,2026-04-26 00:04:12.547461,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209980,-22.89867005,-43.19958828,2026-04-26,ABERTO,2026-04-26 00:00:43.003744,2026-04-26 00:04:41.755735,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208489,-22.89876292,-43.19954558,2026-04-26,ABERTO,2026-04-26 00:00:46.004707,2026-04-26 00:04:46.307364,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00207869,-22.89857936,-43.19945983,2026-04-26,ABERTO,2026-04-26 00:00:32.562374,2026-04-26 00:04:32.400917,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00207867,-22.89885801,-43.1994589,2026-04-26,ABERTO,2026-04-26 00:00:46.482157,2026-04-26 00:04:46.64372,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00205820,-22.89910106,-43.19943376,2026-04-26,ABERTO,2026-04-26 00:00:46.206054,2026-04-26 00:04:46.232645,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209438,-22.89890578,-43.19935683,2026-04-26,ABERTO,2026-04-26 00:00:44.778031,2026-04-26 00:04:44.847467,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209309,-22.89935675,-43.19935216,2026-04-26,ABERTO,2026-04-26 00:00:12.852167,2026-04-26 00:04:12.943387,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209440,-22.89947653,-43.19932273,2026-04-26,ABERTO,2026-04-26 00:00:14.106293,2026-04-26 00:04:13.942909,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209362,-22.89951989,-43.19930681,2026-04-26,ABERTO,2026-04-26 00:00:50.646649,2026-04-26 00:04:50.863465,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00205761,-22.89945473,-43.19929441,2026-04-26,ABERTO,2026-04-26 00:00:16.615207,2026-04-26 00:04:16.301816,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00207262,-22.89946181,-43.19928736,2026-04-26,ABERTO,2026-04-26 00:00:15.183664,2026-04-26 00:04:15.293324,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208667,-22.89950684,-43.19924775,2026-04-26,ABERTO,2026-04-26 00:00:19.338379,2026-04-26 00:04:19.480174,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208944,-22.89951386,-43.19924412,2026-04-26,ABERTO,2026-04-26 00:00:17.11147,2026-04-26 00:04:16.720857,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00201845,-22.89959157,-43.19923311,2026-04-26,ABERTO,2026-04-26 00:00:12.090085,2026-04-26 00:04:12.069365,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208787,-22.89956757,-43.19922458,2026-04-26,ABERTO,2026-04-26 00:00:13.246765,2026-04-26 00:04:13.051459,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209281,-22.89931762,-43.19920773,2026-04-26,ABERTO,2026-04-26 00:00:12.407602,2026-04-26 00:04:12.16031,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208231,-22.89894316,-43.19917172,2026-04-26,ABERTO,2026-04-26 00:00:44.758992,2026-04-26 00:04:44.990226,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208941,-22.89943508,-43.19915282,2026-04-26,ABERTO,2026-04-26 00:00:55.941614,2026-04-26 00:04:56.133703,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209389,-22.899605,-43.19911881,2026-04-26,ABERTO,2026-04-26 00:00:10.000056,2026-04-26 00:04:09.611297,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00206084,-22.89961029,-43.19911484,2026-04-26,ABERTO,2026-04-26 00:00:16.526061,2026-04-26 00:04:15.991104,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00207868,-22.89897367,-43.19911236,2026-04-26,ABERTO,2026-04-26 00:00:45.190884,2026-04-26 00:04:45.328441,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00207263,-22.89958271,-43.19909388,2026-04-26,ABERTO,2026-04-26 00:00:15.708147,2026-04-26 00:04:15.506669,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209284,-22.8996236,-43.19906221,2026-04-26,ABERTO,2026-04-26 00:00:16.516522,2026-04-26 00:04:16.213702,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209378,-22.89988673,-43.19903864,2026-04-26,ABERTO,2026-04-26 00:00:53.941067,2026-04-26 00:04:54.02195,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208949,-22.89971609,-43.19902776,2026-04-26,ABERTO,2026-04-26 00:00:12.868059,2026-04-26 00:04:12.805484,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00210479,-22.89967937,-43.19901245,2026-04-26,ABERTO,2026-04-26 00:00:14.789727,2026-04-26 00:04:14.667799,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208078,-22.89943567,-43.19900929,2026-04-26,ABERTO,2026-04-26 00:00:46.726586,2026-04-26 00:04:46.568193,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208783,-22.89988635,-43.19898171,2026-04-26,ABERTO,2026-04-26 00:00:47.4452,2026-04-26 00:04:47.442532,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00204455,-22.89943348,-43.19897412,2026-04-26,ABERTO,2026-04-26 00:00:47.745068,2026-04-26 00:04:48.185212,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208803,-22.89976967,-43.19896715,2026-04-26,ABERTO,2026-04-26 00:00:52.979882,2026-04-26 00:04:53.206863,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00206133,-22.89986531,-43.19893072,2026-04-26,ABERTO,2026-04-26 00:00:53.533063,2026-04-26 00:04:53.696302,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00210029,-22.89985979,-43.1989149,2026-04-26,ABERTO,2026-04-26 00:00:52.971265,2026-04-26 00:04:53.498186,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209360,-22.8999646,-43.19888161,2026-04-26,ABERTO,2026-04-26 00:00:53.525874,2026-04-26 00:04:53.972344,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00205934,-22.90003266,-43.19887767,2026-04-26,ABERTO,2026-04-26 00:00:54.973027,2026-04-26 00:04:55.079344,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208234,-22.9000719,-43.19885202,2026-04-26,ABERTO,2026-04-26 00:00:50.121592,2026-04-26 00:04:50.559025,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209855,-22.89996969,-43.19884659,2026-04-26,ABERTO,2026-04-26 00:00:52.506761,2026-04-26 00:04:52.667466,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00205935,-22.89997016,-43.19884584,2026-04-26,ABERTO,2026-04-26 00:00:56.669334,2026-04-26 00:04:57.035266,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00206094,-22.89991082,-43.19883551,2026-04-26,ABERTO,2026-04-26 00:00:54.994112,2026-04-26 00:04:55.216335,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208951,-22.89960844,-43.19882166,2026-04-26,ABERTO,2026-04-26 00:00:37.22409,2026-04-26 00:04:37.191428,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00210024,-22.9000272,-43.19881436,2026-04-26,ABERTO,2026-04-26 00:00:57.247367,2026-04-26 00:04:57.527433,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209355,-22.90003789,-43.19880906,2026-04-26,ABERTO,2026-04-26 00:00:17.696403,2026-04-26 00:04:16.33701,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208488,-22.90014379,-43.19880741,2026-04-26,ABERTO,2026-04-26 00:00:51.872896,2026-04-26 00:04:52.034936,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209354,-22.90010229,-43.19877608,2026-04-26,ABERTO,2026-04-26 00:00:53.002292,2026-04-26 00:04:53.430726,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209997,-22.90013887,-43.19877509,2026-04-26,ABERTO,2026-04-26 00:00:52.883842,2026-04-26 00:04:53.162243,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209764,-22.90018674,-43.19876318,2026-04-26,ABERTO,2026-04-26 00:00:54.020735,2026-04-26 00:04:54.235292,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00206093,-22.90005932,-43.19875848,2026-04-26,ABERTO,2026-04-26 00:00:52.331286,2026-04-26 00:04:52.505219,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00205939,-22.90005549,-43.1987545,2026-04-26,ABERTO,2026-04-26 00:00:53.254467,2026-04-26 00:04:53.541912,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00209356,-22.90013781,-43.19872288,2026-04-26,ABERTO,2026-04-26 00:00:52.877317,2026-04-26 00:04:53.21831,5,5,5,5,1.0,1.0
VLT-Linha 3,B35T020D00208786,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:11.088373,2026-04-26 00:04:11.053393,5,5,5,0,0.0,1.0
VLT-Linha 4,B35T020D00209101,-22.89876047,-43.19985112,2026-04-26,ABERTO,2026-04-26 00:00:44.794008,2026-04-26 00:04:45.122238,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209358,-22.89919967,-43.19981695,2026-04-26,ABERTO,2026-04-26 00:00:40.875858,2026-04-26 00:04:40.789471,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00200821,-22.89895692,-43.19976546,2026-04-26,ABERTO,2026-04-26 00:00:08.843231,2026-04-26 00:04:08.800427,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209937,-22.89910416,-43.19961034,2026-04-26,ABERTO,2026-04-26 00:00:39.364708,2026-04-26 00:04:39.363727,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00207745,-22.89912851,-43.19960329,2026-04-26,ABERTO,2026-04-26 00:00:39.457574,2026-04-26 00:04:39.308372,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209963,-22.90033829,-43.19946472,2026-04-26,ABERTO,2026-04-26 00:00:48.007181,2026-04-26 00:04:48.03657,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208866,-22.89947612,-43.19936061,2026-04-26,ABERTO,2026-04-26 00:00:42.849608,2026-04-26 00:04:42.671993,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209935,-22.89942923,-43.19932885,2026-04-26,ABERTO,2026-04-26 00:00:41.668053,2026-04-26 00:04:41.523112,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209939,-22.89943796,-43.19932825,2026-04-26,ABERTO,2026-04-26 00:00:42.778818,2026-04-26 00:04:43.176038,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209938,-22.89944406,-43.19931708,2026-04-26,ABERTO,2026-04-26 00:00:39.151996,2026-04-26 00:04:39.081072,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208719,-22.89943102,-43.19930557,2026-04-26,ABERTO,2026-04-26 00:00:41.605552,2026-04-26 00:04:41.871384,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00208940,-22.89951586,-43.19930028,2026-04-26,ABERTO,2026-04-26 00:00:39.685824,2026-04-26 00:04:39.327217,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209289,-22.89970067,-43.19929962,2026-04-26,ABERTO,2026-04-26 00:00:50.811166,2026-04-26 00:04:50.98313,5,5,5,5,1.0,1.0
VLT-Linha 4,B35T020D00209035,-22.89947538,-43.1992847,2026-04-26,ABERTO,2026-04-26 00:00:44.254577,2026-04-26 00:04:44.25452,5,5,5,5,1.0,1.0
