servico,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
68,B35T020D00200159,-22.84853841,-43.39665507,2026-04-26,ABERTO,2026-04-26 00:00:10.745713,2026-04-26 00:04:10.351152,5,5,5,5,1.0,1.0
68,B35T020D00200532,-22.84853547,-43.39649314,2026-04-26,ABERTO,2026-04-26 00:00:44.670227,2026-04-26 00:04:45.041207,5,5,5,5,1.0,1.0
67,B35T020D00200352,-22.84850997,-43.39637716,2026-04-26,ABERTO,2026-04-26 00:00:01.662209,2026-04-26 00:04:01.612833,5,5,5,5,1.0,1.0
68,B35T020D00200181,-22.8484928,-43.39675962,2026-04-26,ABERTO,2026-04-26 00:00:48.598493,2026-04-26 00:04:48.686404,5,5,5,5,1.0,1.0
68,B35T020D00200299,-22.8484753,-43.39644862,2026-04-26,ABERTO,2026-04-26 00:00:55.025462,2026-04-26 00:04:55.137529,5,5,5,5,1.0,1.0
67,B35T020D00200388,-22.8484726,-43.39672209,2026-04-26,ABERTO,2026-04-26 00:00:13.039123,2026-04-26 00:04:12.874734,5,5,5,5,1.0,1.0
TCOCR,B35T020D00200647,-22.84825436,-43.26572222,2026-04-26,ABERTO,2026-04-26 00:00:50.601148,2026-04-26 00:04:50.830092,5,5,5,5,1.0,1.0
68,B5AT020D00600070,-22.84817381,-43.39714064,2026-04-26,ABERTO,2026-04-26 00:00:52.040978,2026-04-26 00:04:52.483955,5,5,5,5,1.0,1.0
TCOCR,B35T020D00200453,-22.84816254,-43.26561777,2026-04-26,ABERTO,2026-04-26 00:00:55.049415,2026-04-26 00:04:55.41128,5,5,5,5,1.0,1.0
68,B5AT020D00600006,-22.84816248,-43.39691292,2026-04-26,ABERTO,2026-04-26 00:00:15.375109,2026-04-26 00:04:15.063581,5,5,5,5,1.0,1.0
68,B5AT020D00600047,-22.84815892,-43.39702747,2026-04-26,ABERTO,2026-04-26 00:00:31.145655,2026-04-26 00:04:30.961501,5,5,5,5,1.0,1.0
68,B5AT020D00600027,-22.84814647,-43.39706849,2026-04-26,ABERTO,2026-04-26 00:00:42.7942,2026-04-26 00:04:42.820211,5,5,5,5,1.0,1.0
68,B5AT020D00600097,-22.84810126,-43.39705029,2026-04-26,ABERTO,2026-04-26 00:00:33.49441,2026-04-26 00:04:33.32978,5,5,5,5,1.0,1.0
68,B5AT020D00600019,-22.84809611,-43.39672362,2026-04-26,ABERTO,2026-04-26 00:00:06.744908,2026-04-26 00:04:05.456726,5,5,5,5,1.0,1.0
68,B5AT020D00600048,-22.8480916,-43.39694764,2026-04-26,ABERTO,2026-04-26 00:00:04.654658,2026-04-26 00:04:04.408272,5,5,5,5,1.0,1.0
68,B5AT020D00600020,-22.84806752,-43.39690221,2026-04-26,ABERTO,2026-04-26 00:00:48.169786,2026-04-26 00:04:48.170372,5,5,5,5,1.0,1.0
68,B5AT020D00600040,-22.84806718,-43.39681602,2026-04-26,ABERTO,2026-04-26 00:00:06.281015,2026-04-26 00:04:06.103163,5,5,5,5,1.0,1.0
68,B5AT020D00600061,-22.84804585,-43.39674479,2026-04-26,ABERTO,2026-04-26 00:00:04.866242,2026-04-26 00:04:04.095652,5,5,5,5,1.0,1.0
TCMAR,B35T020D00200375,-22.84716967,-43.24408878,2026-04-26,ABERTO,2026-04-26 00:00:25.443212,2026-04-26 00:04:25.237044,5,5,5,5,1.0,1.0
TCMAR,B35T020D00200138,-22.84712183,-43.24406694,2026-04-26,ABERTO,2026-04-26 00:00:12.331527,2026-04-26 00:04:11.975599,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200657,-22.84512061,-43.37720319,2026-04-26,ABERTO,2026-04-26 00:00:06.147756,2026-04-26 00:04:05.739894,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200496,-22.8451173,-43.37729175,2026-04-26,ABERTO,2026-04-26 00:00:18.320743,2026-04-26 00:04:18.003704,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200101,-22.84511248,-43.37737484,2026-04-26,ABERTO,2026-04-26 00:00:49.978637,2026-04-26 00:04:50.169263,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200308,-22.84507772,-43.37730119,2026-04-26,ABERTO,2026-04-26 00:00:47.780988,2026-04-26 00:04:48.148966,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200520,-22.84505673,-43.37742146,2026-04-26,ABERTO,2026-04-26 00:00:49.817503,2026-04-26 00:04:50.347278,5,5,5,5,1.0,1.0
TBGDP,B35T020D00200024,-22.84504611,-43.37745006,2026-04-26,ABERTO,2026-04-26 00:00:57.621334,2026-04-26 00:04:57.77692,5,5,5,5,1.0,1.0
TBPRM,B35T020D00200114,-22.84313316,-43.25093823,2026-04-26,ABERTO,2026-04-26 00:00:54.341914,2026-04-26 00:04:54.53614,5,5,5,5,1.0,1.0
TBPRM,B35T020D00200581,-22.84312986,-43.25094486,2026-04-26,ABERTO,2026-04-26 00:00:05.602247,2026-04-26 00:04:05.296059,5,5,5,5,1.0,1.0
TBPRM,B35T020D00200392,-22.84312803,-43.25094641,2026-04-26,ABERTO,2026-04-26 00:00:59.73296,2026-04-26 00:04:59.626748,5,5,5,5,1.0,1.0
TBPRM,B35T020D00200090,-22.84302355,-43.25090594,2026-04-26,ABERTO,2026-04-26 00:00:52.565888,2026-04-26 00:04:52.734974,5,5,5,5,1.0,1.0
TCIDI,B35T020D00200515,-22.84235057,-43.27278178,2026-04-26,ABERTO,2026-04-26 00:00:48.444483,2026-04-26 00:04:48.615803,5,5,5,5,1.0,1.0
TCIDI,B35T020D00200022,-22.84232975,-43.27291001,2026-04-26,ABERTO,2026-04-26 00:00:19.205095,2026-04-26 00:04:18.937163,5,5,5,5,1.0,1.0
TCPE1,B35T020D00200095,-22.84214914,-43.27775829,2026-04-26,ABERTO,2026-04-26 00:00:52.371278,2026-04-26 00:04:52.648396,5,5,5,5,1.0,1.0
TCPE2,B35T020D00200345,-22.84211193,-43.27710324,2026-04-26,ABERTO,2026-04-26 00:00:27.965987,2026-04-26 00:04:27.561487,5,5,5,5,1.0,1.0
TCPE1,B35T020D00210075,-22.8420872,-43.27763702,2026-04-26,ABERTO,2026-04-26 00:00:34.311262,2026-04-26 00:04:34.643909,5,5,5,5,1.0,1.0
TCPE2,B35T020D00200619,-22.84205912,-43.27711238,2026-04-26,ABERTO,2026-04-26 00:00:04.921762,2026-04-26 00:04:04.788831,5,5,5,5,1.0,1.0
TCPE1,B35T020D00200280,-22.84194349,-43.27583089,2026-04-26,ABERTO,2026-04-26 00:00:15.5847,2026-04-26 00:04:15.40893,5,5,5,5,1.0,1.0
TCPE1,B35T020D00200350,-22.84123428,-43.27637302,2026-04-26,ABERTO,2026-04-26 00:00:38.066886,2026-04-26 00:04:38.071161,5,5,5,5,1.0,1.0
TCPE1,B35T020D00200411,-22.84121269,-43.27644793,2026-04-26,ABERTO,2026-04-26 00:00:34.490272,2026-04-26 00:04:34.345078,5,5,5,5,1.0,1.0
PCPTA,B35T020D00200362,-22.841173,-43.29839375,2026-04-26,ABERTO,2026-04-26 00:00:45.426833,2026-04-26 00:04:45.682255,5,5,5,5,1.0,1.0
TBSJG,B35T020D00200684,-22.84079964,-43.37009084,2026-04-26,ABERTO,2026-04-26 00:00:20.334738,2026-04-26 00:04:20.198097,5,5,5,5,1.0,1.0
TBSJG,B35T020D00200502,-22.84072913,-43.3701909,2026-04-26,ABERTO,2026-04-26 00:00:30.224732,2026-04-26 00:04:29.998388,5,5,5,5,1.0,1.0
TBSJG,B35T020D00200620,-22.84072879,-43.3700473,2026-04-26,ABERTO,2026-04-26 00:00:30.732907,2026-04-26 00:04:30.392815,5,5,5,5,1.0,1.0
TBSJG,B35T020D00200037,-22.84068386,-43.3701467,2026-04-26,ABERTO,2026-04-26 00:00:32.736487,2026-04-26 00:04:32.781217,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200705,-22.84004873,-43.23931211,2026-04-26,ABERTO,2026-04-26 00:00:15.356642,2026-04-26 00:04:15.03955,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200652,-22.84004019,-43.23929727,2026-04-26,ABERTO,2026-04-26 00:00:00.260762,2026-04-26 00:04:00.212463,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200624,-22.83997333,-43.23926762,2026-04-26,ABERTO,2026-04-26 00:00:05.098459,2026-04-26 00:04:04.961428,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200482,-22.83997032,-43.23932245,2026-04-26,ABERTO,2026-04-26 00:00:13.385663,2026-04-26 00:04:13.239927,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200445,-22.83996909,-43.23924926,2026-04-26,ABERTO,2026-04-26 00:00:43.209601,2026-04-26 00:04:43.398856,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200378,-22.83946643,-43.23977346,2026-04-26,ABERTO,2026-04-26 00:00:19.766979,2026-04-26 00:04:19.554819,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200190,-22.83944047,-43.23981448,2026-04-26,ABERTO,2026-04-26 00:00:27.424612,2026-04-26 00:04:27.004888,5,5,5,5,1.0,1.0
TCPJS,B35T020D00200533,-22.83940739,-43.2829854,2026-04-26,ABERTO,2026-04-26 00:00:59.491437,2026-04-26 00:04:59.682246,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200446,-22.83940228,-43.23977623,2026-04-26,ABERTO,2026-04-26 00:00:13.926647,2026-04-26 00:04:13.510839,5,5,5,5,1.0,1.0
TCFAM,B35T020D00200703,-22.8393475,-43.23976447,2026-04-26,ABERTO,2026-04-26 00:00:39.961776,2026-04-26 00:04:39.66781,5,5,5,5,1.0,1.0
TCPJS,B35T020D00200592,-22.83920652,-43.28301957,2026-04-26,ABERTO,2026-04-26 00:00:56.233338,2026-04-26 00:04:56.246082,5,5,5,5,1.0,1.0
TCPCA,B35T020D00200484,-22.83850915,-43.29469523,2026-04-26,ABERTO,2026-04-26 00:00:56.550575,2026-04-26 00:04:56.922513,5,5,5,5,1.0,1.0
TCPCA,B35T020D00200134,-22.83847863,-43.2946093,2026-04-26,ABERTO,2026-04-26 00:00:03.742177,2026-04-26 00:04:03.730966,5,5,5,5,1.0,1.0
TCGUA,B35T020D00210077,-22.83769498,-43.28938989,2026-04-26,ABERTO,2026-04-26 00:00:11.60621,2026-04-26 00:04:11.300614,5,5,5,5,1.0,1.0
TCGUA,B35T020D00200564,-22.83767329,-43.28935993,2026-04-26,ABERTO,2026-04-26 00:00:13.276496,2026-04-26 00:04:13.670453,5,5,5,5,1.0,1.0
TBMAM,B35T020D00200222,-22.83708371,-43.25796155,2026-04-26,ABERTO,2026-04-26 00:00:40.24916,2026-04-26 00:04:40.237368,5,5,5,5,1.0,1.0
TBMAM,B35T020D00200625,-22.83700221,-43.25807739,2026-04-26,ABERTO,2026-04-26 00:00:35.406402,2026-04-26 00:04:35.062233,5,5,5,5,1.0,1.0
TBMAM,B35T020D00200326,-22.83698193,-43.25804986,2026-04-26,ABERTO,2026-04-26 00:00:20.233911,2026-04-26 00:04:19.789082,5,5,5,5,1.0,1.0
TBMAM,B35T020D00200418,-22.83694064,-43.25809182,2026-04-26,ABERTO,2026-04-26 00:00:53.309073,2026-04-26 00:04:53.562801,5,5,5,5,1.0,1.0
TBFBT,B35T020D00200236,-22.83185555,-43.35310103,2026-04-26,ABERTO,2026-04-26 00:00:12.129722,2026-04-26 00:04:10.936604,5,5,5,5,1.0,1.0
TBFBT,B35T020D00200355,-22.83183959,-43.35290103,2026-04-26,ABERTO,2026-04-26 00:00:06.203414,2026-04-26 00:04:06.264568,5,5,5,5,1.0,1.0
TBFBT,B35T020D00210082,-22.83181473,-43.35291468,2026-04-26,ABERTO,2026-04-26 00:00:32.798653,2026-04-26 00:04:32.834412,5,5,5,5,1.0,1.0
TBFBT,B35T020D00200603,-22.8317938,-43.35303952,2026-04-26,ABERTO,2026-04-26 00:00:35.992834,2026-04-26 00:04:35.801314,5,5,5,5,1.0,1.0
TBLJR,B35T020D00200419,-22.8294412,-43.27150022,2026-04-26,ABERTO,2026-04-26 00:00:15.95276,2026-04-26 00:04:15.613653,5,5,5,5,1.0,1.0
TBLJR,B35T020D00200468,-22.82941857,-43.2715581,2026-04-26,ABERTO,2026-04-26 00:00:42.321093,2026-04-26 00:04:42.161342,5,5,5,5,1.0,1.0
TBLJR,B35T020D00200667,-22.82931456,-43.271461,2026-04-26,ABERTO,2026-04-26 00:00:49.001558,2026-04-26 00:04:49.172153,5,5,5,5,1.0,1.0
TBLJR,B35T020D00200100,-22.82929107,-43.27147853,2026-04-26,ABERTO,2026-04-26 00:00:46.524022,2026-04-26 00:04:46.500324,5,5,5,5,1.0,1.0
TBCIJ,B35T020D00200424,-22.82438752,-43.33264262,2026-04-26,ABERTO,2026-04-26 00:00:06.702676,2026-04-26 00:04:06.697902,5,5,5,5,1.0,1.0
TBCIJ,B35T020D00200558,-22.82437598,-43.33257166,2026-04-26,ABERTO,2026-04-26 00:00:46.048918,2026-04-26 00:04:46.432085,5,5,5,5,1.0,1.0
TBCIJ,B35T020D00200182,-22.82434427,-43.33259831,2026-04-26,ABERTO,2026-04-26 00:00:25.288352,2026-04-26 00:04:25.150163,5,5,5,5,1.0,1.0
TBCIJ,B35T020D00200663,-22.8243251,-43.33264814,2026-04-26,ABERTO,2026-04-26 00:00:00.282672,2026-04-26 00:03:59.922142,4,4,5,5,1.0,1.0
B06TMG2,B5AT020D00600123,-22.82077001,-43.32330339,2026-04-26,ABERTO,2026-04-26 00:00:15.304209,2026-04-26 00:04:14.956121,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600289,-22.820719,-43.32328484,2026-04-26,FECHADO,2026-04-26 00:00:43.929578,2026-04-26 00:04:44.282141,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600128,-22.82070247,-43.32324227,2026-04-26,ABERTO,2026-04-26 00:00:34.471631,2026-04-26 00:04:34.11409,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600169,-22.82069308,-43.32330433,2026-04-26,ABERTO,2026-04-26 00:00:35.69411,2026-04-26 00:04:35.288146,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600183,-22.82069095,-43.32333815,2026-04-26,ABERTO,2026-04-26 00:00:45.801684,2026-04-26 00:04:45.627116,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600168,-22.82068356,-43.32325525,2026-04-26,ABERTO,2026-04-26 00:00:21.231989,2026-04-26 00:04:21.197573,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600283,-22.82068042,-43.32318682,2026-04-26,FECHADO,2026-04-26 00:00:54.057015,2026-04-26 00:04:54.076089,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600122,-22.82067687,-43.32333599,2026-04-26,ABERTO,2026-04-26 00:00:26.347811,2026-04-26 00:04:26.307478,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600176,-22.82066746,-43.32330932,2026-04-26,ABERTO,2026-04-26 00:00:38.588321,2026-04-26 00:04:37.96611,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600129,-22.82066538,-43.32320295,2026-04-26,ABERTO,2026-04-26 00:00:38.839203,2026-04-26 00:04:38.799853,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600287,-22.8206587,-43.32318944,2026-04-26,FECHADO,2026-04-26 00:00:18.777639,2026-04-26 00:04:18.572741,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600194,-22.82065778,-43.32319107,2026-04-26,ABERTO,2026-04-26 00:00:17.157192,2026-04-26 00:04:17.165769,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600285,-22.8206524,-43.32333819,2026-04-26,FECHADO,2026-04-26 00:00:05.606053,2026-04-26 00:04:05.480472,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600288,-22.82064695,-43.32323132,2026-04-26,FECHADO,2026-04-26 00:00:08.117388,2026-04-26 00:04:07.971851,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600180,-22.82063698,-43.3232484,2026-04-26,ABERTO,2026-04-26 00:00:07.581269,2026-04-26 00:04:07.526986,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600184,-22.82063255,-43.32318788,2026-04-26,ABERTO,2026-04-26 00:00:41.815614,2026-04-26 00:04:41.783384,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600171,-22.82062065,-43.32338137,2026-04-26,ABERTO,2026-04-26 00:00:47.738798,2026-04-26 00:04:47.936931,5,5,5,5,1.0,1.0
B06TMG2,B5AT020D00600196,-22.82061368,-43.32327377,2026-04-26,ABERTO,2026-04-26 00:00:24.859173,2026-04-26 00:04:24.796182,5,5,5,5,1.0,1.0
TBMSS,B35T020D00200254,-22.81971526,-43.28391454,2026-04-26,ABERTO,2026-04-26 00:00:21.132496,2026-04-26 00:04:21.053471,5,5,5,5,1.0,1.0
TBMSS,B35T020D00200062,-22.81971181,-43.28390343,2026-04-26,ABERTO,2026-04-26 00:00:22.657229,2026-04-26 00:04:22.48112,5,5,5,5,1.0,1.0
TBMSS,B35T020D00200149,-22.81967172,-43.28385245,2026-04-26,ABERTO,2026-04-26 00:00:04.045203,2026-04-26 00:04:03.92609,5,5,5,4,0.8,1.0
TBMSS,B35T020D00200509,-22.81955282,-43.28394978,2026-04-26,ABERTO,2026-04-26 00:00:35.343593,2026-04-26 00:04:35.206105,5,5,5,5,1.0,1.0
TBVPD,B35T020D00200635,-22.81825615,-43.30830568,2026-04-26,ABERTO,2026-04-26 00:00:53.991296,2026-04-26 00:04:54.227162,5,5,5,5,1.0,1.0
TBVPD,B35T020D00200213,-22.81823531,-43.30841352,2026-04-26,ABERTO,2026-04-26 00:00:35.814301,2026-04-26 00:04:36.25546,5,5,5,5,1.0,1.0
TBVPD,B35T020D00200666,-22.81822891,-43.30838227,2026-04-26,ABERTO,2026-04-26 00:00:02.004505,2026-04-26 00:04:01.994126,5,5,5,5,1.0,1.0
TBVPD,B35T020D00200252,-22.81821699,-43.30831089,2026-04-26,ABERTO,2026-04-26 00:00:06.005284,2026-04-26 00:04:08.174196,5,5,5,5,1.0,1.0
TBCDA,B35T020D00200490,-22.81503491,-43.29224183,2026-04-26,ABERTO,2026-04-26 00:00:19.593327,2026-04-26 00:04:19.47477,5,5,5,5,1.0,1.0
TBCDA,B35T020D00200048,-22.81494828,-43.2922097,2026-04-26,ABERTO,2026-04-26 00:00:13.320411,2026-04-26 00:04:13.305002,5,5,5,5,1.0,1.0
TBCDA,B35T020D00200071,-22.81487962,-43.29228767,2026-04-26,ABERTO,2026-04-26 00:00:12.456099,2026-04-26 00:04:12.077449,5,5,5,5,1.0,1.0
TBCDA,B35T020D00200681,-22.81483507,-43.29220011,2026-04-26,ABERTO,2026-04-26 00:00:10.906067,2026-04-26 00:04:11.130592,5,5,5,5,1.0,1.0
ESP01,B35T020D00200033,-22.81461279,-43.24622556,2026-04-26,ABERTO,2026-04-26 00:00:32.888712,2026-04-26 00:04:32.503611,5,5,5,5,1.0,1.0
TCTJ2,B35T020D00200544,-22.81449231,-43.24624269,2026-04-26,ABERTO,2026-04-26 00:00:30.561795,2026-04-26 00:04:30.595406,5,5,5,5,1.0,1.0
TCTJ2,B35T020D00200343,-22.8144635,-43.24639952,2026-04-26,ABERTO,2026-04-26 00:00:32.806847,2026-04-26 00:04:32.597681,5,5,5,5,1.0,1.0
TCTJ1,B35T020D00200632,-22.81111369,-43.2520224,2026-04-26,ABERTO,2026-04-26 00:00:07.43416,2026-04-26 00:04:07.535447,5,5,5,5,1.0,1.0
TOJOC,B35T020D00200103,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:48.156487,2026-04-26 00:04:48.09848,5,5,5,0,0.0,1.0
TLMFE,B35T020D00200049,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:16.660355,2026-04-26 00:04:16.686101,5,5,5,0,0.0,1.0
TCMPP,B35T020D00210083,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.519856,2026-04-26 00:04:54.909441,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200348,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:19.178002,2026-04-26 00:04:19.052702,5,5,5,0,0.0,1.0
PCPTA,B35T020D00200080,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:44.54851,2026-04-26 00:04:44.502469,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200152,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:36.553701,2026-04-26 00:04:36.539856,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200292,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:26.815217,2026-04-26 00:04:26.545034,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200104,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:38.52755,2026-04-26 00:04:38.488775,5,5,5,0,0.0,1.0
TLSUL,B35T020D00200678,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:10.507948,2026-04-26 00:04:10.460898,5,5,5,0,0.0,1.0
TCTJ1,B35T020D00200363,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.531878,2026-04-26 00:04:52.649868,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200405,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:48.70548,2026-04-26 00:04:48.839362,5,5,5,0,0.0,1.0
TOPBS,B35T020D00200256,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:15.598194,2026-04-26 00:04:15.540456,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200403,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:53.388698,2026-04-26 00:04:53.561813,5,5,5,0,0.0,1.0
TBVDG,B35T020D00200382,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:50.143229,2026-04-26 00:04:50.305062,5,5,5,0,0.0,1.0
TOINT,B35T020D00210079,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:42.894644,2026-04-26 00:04:42.823936,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200083,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:51.884721,2026-04-26 00:04:52.127935,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200406,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:25.115519,2026-04-26 00:04:24.974638,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200518,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:50.076751,2026-04-26 00:04:50.121901,5,5,5,0,0.0,1.0
TOINH,B35T020D00200653,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:37.850514,2026-04-26 00:04:37.690161,5,5,5,0,0.0,1.0
TLDEO,B35T020D00200396,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:34.116413,2026-04-26 00:04:33.88544,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200068,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:25.368445,2026-04-26 00:04:25.016588,5,5,5,0,0.0,1.0
TOTAL,B35T020D00200541,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:20.828157,2026-04-26 00:04:20.791872,5,5,5,0,0.0,1.0
TOCSI,B35T020D00200535,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:02.601032,2026-04-26 00:04:02.169039,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200203,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:06.1083,2026-04-26 00:04:05.930445,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200376,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:14.921984,2026-04-26 00:04:14.613886,5,5,5,0,0.0,1.0
TBRVZ,B35T020D00200461,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:06.868184,2026-04-26 00:04:06.692859,5,5,5,0,0.0,1.0
TCSTL,B35T020D00200385,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:36.025702,2026-04-26 00:04:35.655225,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200195,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:54.48835,2026-04-26 00:04:54.886536,5,5,5,0,0.0,1.0
TOVPC,B35T020D00200379,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:11.129271,2026-04-26 00:04:11.280558,5,5,5,0,0.0,1.0
TOPDE,B35T020D00200233,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:09.811289,2026-04-26 00:04:09.906174,5,5,5,0,0.0,1.0
TBTIG,B35T020D00200204,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:18.619208,2026-04-26 00:04:18.643507,5,5,5,0,0.0,1.0
TOJOC,B35T020D00200487,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:52.856431,2026-04-26 00:04:53.0279,5,5,5,0,0.0,1.0
TLVEM,B35T020D00200665,-22.94801437,-43.39147233,2026-04-26,ABERTO,2026-04-26 00:00:00.073938,2026-04-26 00:04:59.72567,5,5,6,6,1.0,1.0
TCTQE,B35T020D00200063,-22.91633273,-43.36174463,2026-04-26,ABERTO,2026-04-26 00:00:13.919331,2026-04-26 00:04:56.477369,5,5,6,6,1.0,1.0
