operadora,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00202175,-22.83780099,-43.28496573,2026-04-26,FECHADO,2026-04-26 00:00:01.126531,2026-04-26 00:04:01.197523,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00204935,-22.83649267,-43.28571198,2026-04-26,FECHADO,2026-04-26 00:00:00.126985,2026-04-26 00:04:00.017346,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207037,-22.83638493,-43.28571753,2026-04-26,FECHADO,2026-04-26 00:00:13.989783,2026-04-26 00:04:13.625286,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00201761,-22.83715328,-43.28493642,2026-04-26,FECHADO,2026-04-26 00:00:31.879626,2026-04-26 00:04:32.048613,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00202807,-22.83671607,-43.28572922,2026-04-26,FECHADO,2026-04-26 00:00:49.664117,2026-04-26 00:04:49.78502,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00206689,-22.83654179,-43.28573816,2026-04-26,FECHADO,2026-04-26 00:00:30.482733,2026-04-26 00:04:30.498696,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207422,-22.83719708,-43.28491886,2026-04-26,FECHADO,2026-04-26 00:00:17.959995,2026-04-26 00:04:17.349271,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207902,-22.83688031,-43.28567717,2026-04-26,FECHADO,2026-04-26 00:00:52.282149,2026-04-26 00:04:52.566305,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00209692,-22.83614973,-43.28570126,2026-04-26,FECHADO,2026-04-26 00:00:04.877373,2026-04-26 00:04:04.53611,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00201393,-22.83701346,-43.28624849,2026-04-26,FECHADO,2026-04-26 00:00:44.093394,2026-04-26 00:04:44.006306,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B4CT020D00400005,-22.83694161,-43.2862194,2026-04-26,FECHADO,2026-04-26 00:00:24.280154,2026-04-26 00:04:24.161088,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207063,-22.83724687,-43.28642774,2026-04-26,FECHADO,2026-04-26 00:00:08.187688,2026-04-26 00:04:08.097742,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00204667,-22.83724229,-43.28626394,2026-04-26,FECHADO,2026-04-26 00:00:30.349994,2026-04-26 00:04:30.238052,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00204762,-22.83702472,-43.28625504,2026-04-26,FECHADO,2026-04-26 00:00:55.959725,2026-04-26 00:04:56.084589,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00203645,-22.83738771,-43.28548948,2026-04-26,FECHADO,2026-04-26 00:00:57.286508,2026-04-26 00:04:57.718759,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207187,-22.83668248,-43.28589281,2026-04-26,FECHADO,2026-04-26 00:00:05.839686,2026-04-26 00:04:05.815742,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00208115,-22.83693648,-43.2861112,2026-04-26,FECHADO,2026-04-26 00:00:08.120114,2026-04-26 00:04:07.885898,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00204758,-22.83650897,-43.28569289,2026-04-26,FECHADO,2026-04-26 00:00:10.312196,2026-04-26 00:04:10.294795,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00208887,-22.83663783,-43.28577765,2026-04-26,FECHADO,2026-04-26 00:00:20.78542,2026-04-26 00:04:20.784152,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00205345,-22.83678157,-43.28580499,2026-04-26,FECHADO,2026-04-26 00:00:02.565315,2026-04-26 00:04:02.350692,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00208886,-22.83647378,-43.28555573,2026-04-26,FECHADO,2026-04-26 00:00:29.202786,2026-04-26 00:04:28.849258,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00209022,-22.81968339,-43.31735699,2026-04-26,FECHADO,2026-04-26 00:00:21.795344,2026-04-26 00:04:21.448392,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00202519,-22.8376494,-43.28498299,2026-04-26,FECHADO,2026-04-26 00:00:27.882121,2026-04-26 00:04:27.830116,5,5,5,5,1.0,1.0
CITY RIO ROTAS TURISTICAS LTDA,B35T020D00207061,-22.8364396,-43.28562255,2026-04-26,FECHADO,2026-04-26 00:00:41.672213,2026-04-26 00:04:41.814809,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00203112,-22.86837196,-43.29201758,2026-04-26,FECHADO,2026-04-26 00:00:56.618814,2026-04-26 00:04:56.526082,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00209237,-22.86821315,-43.29093169,2026-04-26,FECHADO,2026-04-26 00:00:38.064571,2026-04-26 00:04:37.642214,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207930,-22.86800458,-43.29208774,2026-04-26,FECHADO,2026-04-26 00:00:29.869302,2026-04-26 00:04:29.782488,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208219,-22.86770795,-43.29096263,2026-04-26,FECHADO,2026-04-26 00:00:24.212506,2026-04-26 00:04:23.7194,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00205681,-22.86821025,-43.2918839,2026-04-26,FECHADO,2026-04-26 00:00:40.232116,2026-04-26 00:04:39.783029,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208170,-22.8682746,-43.2926033,2026-04-26,FECHADO,2026-04-26 00:00:41.689037,2026-04-26 00:04:41.40422,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207988,-22.86777995,-43.29048027,2026-04-26,FECHADO,2026-04-26 00:00:39.27589,2026-04-26 00:04:38.882254,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208332,-22.8678213,-43.29145132,2026-04-26,FECHADO,2026-04-26 00:00:32.884908,2026-04-26 00:04:32.399253,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206924,-22.8680594,-43.29058825,2026-04-26,FECHADO,2026-04-26 00:00:52.86703,2026-04-26 00:04:53.078427,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207028,-22.86834062,-43.2919311,2026-04-26,FECHADO,2026-04-26 00:00:37.082429,2026-04-26 00:04:36.842129,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208336,-22.86763873,-43.29098973,2026-04-26,FECHADO,2026-04-26 00:00:13.803448,2026-04-26 00:04:13.626118,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00205460,-22.86800219,-43.29240867,2026-04-26,FECHADO,2026-04-26 00:00:33.019324,2026-04-26 00:04:32.798845,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207378,-22.86845013,-43.29116426,2026-04-26,FECHADO,2026-04-26 00:00:48.092267,2026-04-26 00:04:48.351838,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208172,-22.86821589,-43.29304299,2026-04-26,FECHADO,2026-04-26 00:00:42.263838,2026-04-26 00:04:42.113229,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00202534,-22.86831642,-43.29332122,2026-04-26,FECHADO,2026-04-26 00:00:03.789828,2026-04-26 00:04:03.774277,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206113,-22.86799594,-43.29211106,2026-04-26,FECHADO,2026-04-26 00:00:53.144552,2026-04-26 00:04:53.106142,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00202538,-22.86842624,-43.29106659,2026-04-26,FECHADO,2026-04-26 00:00:16.129143,2026-04-26 00:04:15.542871,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207650,-22.86824742,-43.29266947,2026-04-26,FECHADO,2026-04-26 00:00:19.561182,2026-04-26 00:04:18.982158,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208278,-22.86779573,-43.29059171,2026-04-26,FECHADO,2026-04-26 00:00:08.835225,2026-04-26 00:04:08.701403,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208097,-22.8685398,-43.29133294,2026-04-26,FECHADO,2026-04-26 00:00:10.992222,2026-04-26 00:04:10.886779,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206450,-22.86774418,-43.29139866,2026-04-26,FECHADO,2026-04-26 00:00:48.790084,2026-04-26 00:04:49.05348,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00201377,-22.86800136,-43.29051383,2026-04-26,FECHADO,2026-04-26 00:00:19.437851,2026-04-26 00:04:18.895623,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208335,-22.8684235,-43.2921426,2026-04-26,FECHADO,2026-04-26 00:00:15.737956,2026-04-26 00:04:15.376712,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00201548,-22.86835573,-43.29263684,2026-04-26,FECHADO,2026-04-26 00:00:02.01274,2026-04-26 00:04:02.268207,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208094,-22.86844044,-43.2911951,2026-04-26,FECHADO,2026-04-26 00:00:16.048,2026-04-26 00:04:15.463081,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208280,-22.8685667,-43.29275011,2026-04-26,FECHADO,2026-04-26 00:00:25.331189,2026-04-26 00:04:24.972113,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206948,-22.86839351,-43.29283757,2026-04-26,FECHADO,2026-04-26 00:00:44.949401,2026-04-26 00:04:45.167,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207538,-22.86801628,-43.29218761,2026-04-26,FECHADO,2026-04-26 00:00:56.866542,2026-04-26 00:04:56.753535,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00200968,-22.86836562,-43.29334049,2026-04-26,FECHADO,2026-04-26 00:00:51.357257,2026-04-26 00:04:51.447525,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00210052,-22.86856215,-43.29282403,2026-04-26,FECHADO,2026-04-26 00:00:20.408393,2026-04-26 00:04:19.931091,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206367,-22.86804878,-43.29185577,2026-04-26,FECHADO,2026-04-26 00:00:35.236949,2026-04-26 00:04:34.572078,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206534,-22.86842882,-43.29221315,2026-04-26,FECHADO,2026-04-26 00:00:26.84003,2026-04-26 00:04:26.461915,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207652,-22.86799878,-43.29048632,2026-04-26,FECHADO,2026-04-26 00:00:38.158501,2026-04-26 00:04:37.9316,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208183,-22.86842912,-43.29129751,2026-04-26,FECHADO,2026-04-26 00:00:13.591039,2026-04-26 00:04:13.205197,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00203113,-22.86820011,-43.29273973,2026-04-26,FECHADO,2026-04-26 00:00:33.071121,2026-04-26 00:04:32.627286,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00205137,-22.86788219,-43.29113015,2026-04-26,FECHADO,2026-04-26 00:00:40.160852,2026-04-26 00:04:40.011383,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207506,-22.86788509,-43.29054013,2026-04-26,FECHADO,2026-04-26 00:00:31.795113,2026-04-26 00:04:31.324244,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206884,-22.86803638,-43.29246048,2026-04-26,FECHADO,2026-04-26 00:00:35.935332,2026-04-26 00:04:35.766689,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00201378,-22.86825407,-43.29196306,2026-04-26,FECHADO,2026-04-26 00:00:15.116302,2026-04-26 00:04:14.779775,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208702,-22.868017,-43.29049103,2026-04-26,FECHADO,2026-04-26 00:00:28.006975,2026-04-26 00:04:27.472426,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00202535,-22.86838954,-43.29160397,2026-04-26,FECHADO,2026-04-26 00:00:31.058991,2026-04-26 00:04:30.805213,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00202309,-22.86842271,-43.29159504,2026-04-26,FECHADO,2026-04-26 00:00:49.307913,2026-04-26 00:04:49.651778,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00202624,-22.86808276,-43.29234426,2026-04-26,FECHADO,2026-04-26 00:00:43.364584,2026-04-26 00:04:43.295203,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206923,-22.86830941,-43.29246331,2026-04-26,FECHADO,2026-04-26 00:00:48.666574,2026-04-26 00:04:48.209352,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00210120,-22.86878724,-43.29261609,2026-04-26,FECHADO,2026-04-26 00:00:34.168978,2026-04-26 00:04:34.458764,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208274,-22.8678084,-43.29142508,2026-04-26,FECHADO,2026-04-26 00:00:42.587366,2026-04-26 00:04:42.284156,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206433,-22.86845873,-43.29133524,2026-04-26,FECHADO,2026-04-26 00:00:50.999103,2026-04-26 00:04:50.832612,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207251,-22.86834885,-43.29202778,2026-04-26,FECHADO,2026-04-26 00:00:20.606027,2026-04-26 00:04:20.423562,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206894,-22.86829987,-43.29201557,2026-04-26,FECHADO,2026-04-26 00:00:58.831222,2026-04-26 00:04:58.81663,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206431,-22.86826834,-43.29167844,2026-04-26,FECHADO,2026-04-26 00:00:44.152512,2026-04-26 00:04:44.281946,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00203109,-22.868258,-43.29253506,2026-04-26,FECHADO,2026-04-26 00:00:18.901255,2026-04-26 00:04:18.828444,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206449,-22.86840599,-43.29116136,2026-04-26,FECHADO,2026-04-26 00:00:45.020015,2026-04-26 00:04:45.054737,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00210510,-22.86806237,-43.29247323,2026-04-26,FECHADO,2026-04-26 00:00:53.344563,2026-04-26 00:04:53.945493,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206364,-22.868552,-43.29269361,2026-04-26,FECHADO,2026-04-26 00:00:04.762959,2026-04-26 00:04:04.509336,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207066,-22.86872677,-43.29144934,2026-04-26,FECHADO,2026-04-26 00:00:00.705757,2026-04-26 00:04:00.9122,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207535,-22.86768812,-43.29056931,2026-04-26,FECHADO,2026-04-26 00:00:01.480437,2026-04-26 00:04:01.251087,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206922,-22.86765567,-43.29068598,2026-04-26,FECHADO,2026-04-26 00:00:26.449988,2026-04-26 00:04:26.097406,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00203628,-22.8684918,-43.29264963,2026-04-26,FECHADO,2026-04-26 00:00:22.920666,2026-04-26 00:04:22.610648,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206451,-22.86784806,-43.29110365,2026-04-26,FECHADO,2026-04-26 00:00:48.2017,2026-04-26 00:04:47.795309,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208539,-22.86788797,-43.29162086,2026-04-26,FECHADO,2026-04-26 00:00:37.763799,2026-04-26 00:04:37.536839,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206468,-22.86809018,-43.29057809,2026-04-26,FECHADO,2026-04-26 00:00:15.899459,2026-04-26 00:04:15.758752,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207411,-22.86766162,-43.29089472,2026-04-26,FECHADO,2026-04-26 00:00:13.821369,2026-04-26 00:04:13.805418,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00209555,-22.86834307,-43.29213642,2026-04-26,FECHADO,2026-04-26 00:00:00.568843,2026-04-26 00:04:00.21216,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206434,-22.86785173,-43.29172585,2026-04-26,FECHADO,2026-04-26 00:00:17.370096,2026-04-26 00:04:16.929146,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208281,-22.86786568,-43.29051189,2026-04-26,FECHADO,2026-04-26 00:00:09.404394,2026-04-26 00:04:09.019629,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00204757,-22.86839096,-43.29296653,2026-04-26,FECHADO,2026-04-26 00:00:07.188838,2026-04-26 00:04:07.458537,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00209482,-22.86835117,-43.29336093,2026-04-26,FECHADO,2026-04-26 00:00:37.129674,2026-04-26 00:04:36.960704,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00209010,-22.86783644,-43.29158729,2026-04-26,FECHADO,2026-04-26 00:00:15.148186,2026-04-26 00:04:14.729481,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208297,-22.86856013,-43.29288939,2026-04-26,FECHADO,2026-04-26 00:00:05.411244,2026-04-26 00:04:05.064195,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207635,-22.86824372,-43.29146408,2026-04-26,FECHADO,2026-04-26 00:00:05.478297,2026-04-26 00:04:05.084067,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00203701,-22.86822377,-43.29305046,2026-04-26,FECHADO,2026-04-26 00:00:37.849103,2026-04-26 00:04:37.55612,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206636,-22.86793493,-43.29209548,2026-04-26,FECHADO,2026-04-26 00:00:17.200851,2026-04-26 00:04:16.785838,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208323,-22.86838523,-43.29260223,2026-04-26,FECHADO,2026-04-26 00:00:18.802753,2026-04-26 00:04:18.659753,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208333,-22.86834997,-43.2909513,2026-04-26,FECHADO,2026-04-26 00:00:36.865499,2026-04-26 00:04:37.049747,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207557,-22.86822557,-43.29249515,2026-04-26,FECHADO,2026-04-26 00:00:25.552874,2026-04-26 00:04:25.544664,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00209015,-22.86832911,-43.29090779,2026-04-26,FECHADO,2026-04-26 00:00:07.139542,2026-04-26 00:04:06.570053,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207932,-22.86764596,-43.29076437,2026-04-26,FECHADO,2026-04-26 00:00:19.228266,2026-04-26 00:04:18.815879,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208093,-22.86820362,-43.29303108,2026-04-26,FECHADO,2026-04-26 00:00:39.149246,2026-04-26 00:04:38.790263,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00200747,-22.86823999,-43.29148622,2026-04-26,FECHADO,2026-04-26 00:01:45.132389,2026-04-26 00:04:44.762983,4,4,4,4,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208221,-22.86828227,-43.2915163,2026-04-26,FECHADO,2026-04-26 00:00:22.962932,2026-04-26 00:04:22.547962,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00210125,-22.86818832,-43.29311655,2026-04-26,FECHADO,2026-04-26 00:00:57.737773,2026-04-26 00:04:57.685266,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206892,-22.86784768,-43.29044185,2026-04-26,FECHADO,2026-04-26 00:00:23.831975,2026-04-26 00:04:23.891802,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206453,-22.86817373,-43.29056274,2026-04-26,FECHADO,2026-04-26 00:00:00.363143,2026-04-26 00:04:00.314231,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207949,-22.86808259,-43.29164375,2026-04-26,FECHADO,2026-04-26 00:00:05.734837,2026-04-26 00:04:05.299943,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00204248,-22.86874103,-43.29283453,2026-04-26,FECHADO,2026-04-26 00:00:32.899128,2026-04-26 00:04:32.444558,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207122,-22.86812839,-43.29266077,2026-04-26,FECHADO,2026-04-26 00:00:08.569451,2026-04-26 00:04:08.066347,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00206470,-22.86826244,-43.29338483,2026-04-26,FECHADO,2026-04-26 00:00:20.77022,2026-04-26 00:04:20.586225,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208283,-22.86772558,-43.29099031,2026-04-26,FECHADO,2026-04-26 00:00:39.372862,2026-04-26 00:04:39.29669,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208187,-22.86792791,-43.29036762,2026-04-26,FECHADO,2026-04-26 00:00:43.820582,2026-04-26 00:04:43.953475,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208325,-22.86801133,-43.29057502,2026-04-26,FECHADO,2026-04-26 00:00:41.575283,2026-04-26 00:04:40.969443,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208334,-22.86800361,-43.29053136,2026-04-26,FECHADO,2026-04-26 00:00:08.549281,2026-04-26 00:04:08.231365,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00205677,-22.86770236,-43.29092651,2026-04-26,FECHADO,2026-04-26 00:00:00.80989,2026-04-26 00:04:00.395035,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00210439,-22.86788344,-43.29041904,2026-04-26,FECHADO,2026-04-26 00:00:30.88744,2026-04-26 00:04:30.780289,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00207507,-22.86871991,-43.29150782,2026-04-26,FECHADO,2026-04-26 00:00:52.193474,2026-04-26 00:04:52.111275,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208324,-22.86833459,-43.29338165,2026-04-26,FECHADO,2026-04-26 00:00:00.431685,2026-04-26 00:04:59.932584,5,5,6,6,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00205461,-22.86867459,-43.29258719,2026-04-26,FECHADO,2026-04-26 00:00:09.450048,2026-04-26 00:04:09.698217,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00208282,-22.86819426,-43.29313897,2026-04-26,FECHADO,2026-04-26 00:00:03.544404,2026-04-26 00:04:03.244961,5,5,5,5,1.0,1.0
EMPRESA DE TRANSPORTE BRASO LISBOA LTDA.,B35T020D00201374,-22.86789371,-43.29172856,2026-04-26,FECHADO,2026-04-26 00:00:11.287853,2026-04-26 00:04:11.054246,5,5,5,5,1.0,1.0
