operadora,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
GIRE  TRANSPORTES LTDA,B35T020D00201641,-22.80625224,-43.30588748,2026-04-26,FECHADO,2026-04-26 00:00:05.840561,2026-04-26 00:04:05.75924,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00208264,-22.80550719,-43.30603005,2026-04-26,FECHADO,2026-04-26 00:00:40.475248,2026-04-26 00:04:40.468631,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00210486,-22.86764491,-43.25856659,2026-04-26,FECHADO,2026-04-26 00:00:05.57346,2026-04-26 00:04:05.5066,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00201271,-22.86789089,-43.25884802,2026-04-26,FECHADO,2026-04-26 00:00:13.474948,2026-04-26 00:04:13.1174,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00205711,-22.80606715,-43.30585571,2026-04-26,FECHADO,2026-04-26 00:00:10.029865,2026-04-26 00:04:09.620457,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00201638,-22.80626946,-43.30600613,2026-04-26,FECHADO,2026-04-26 00:00:21.885245,2026-04-26 00:04:21.872279,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00201269,-22.8676665,-43.25876126,2026-04-26,FECHADO,2026-04-26 00:00:30.338591,2026-04-26 00:04:30.220959,5,5,5,5,1.0,1.0
GIRE  TRANSPORTES LTDA,B35T020D00208547,-22.86778717,-43.25866373,2026-04-26,FECHADO,2026-04-26 00:00:00.624449,2026-04-26 00:04:00.441681,5,5,5,5,1.0,1.0
REAL AUTO ONIBUS LTDA,B35T020D00207019,-24.46154157,-47.81799444,2026-04-26,FECHADO,2026-04-26 00:00:54.152229,2026-04-26 00:04:54.860193,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206110,-22.90240752,-43.29911447,2026-04-26,FECHADO,2026-04-26 00:00:23.672802,2026-04-26 00:04:23.237803,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202363,-22.90216097,-43.29833786,2026-04-26,FECHADO,2026-04-26 00:00:25.663617,2026-04-26 00:04:25.521036,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201087,-22.90272017,-43.29778009,2026-04-26,FECHADO,2026-04-26 00:00:15.342534,2026-04-26 00:04:15.194139,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201065,-22.90246473,-43.29785243,2026-04-26,FECHADO,2026-04-26 00:00:27.371367,2026-04-26 00:04:27.115679,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207082,-22.90250216,-43.29767432,2026-04-26,FECHADO,2026-04-26 00:00:10.923006,2026-04-26 00:04:10.595044,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206578,-22.90256088,-43.29780113,2026-04-26,FECHADO,2026-04-26 00:00:45.768701,2026-04-26 00:04:45.644538,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206772,-22.90228257,-43.29964835,2026-04-26,FECHADO,2026-04-26 00:00:24.329488,2026-04-26 00:04:24.192606,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00210677,-22.90243316,-43.29877795,2026-04-26,FECHADO,2026-04-26 00:00:51.697041,2026-04-26 00:04:51.574109,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202361,-22.90192785,-43.29840946,2026-04-26,FECHADO,2026-04-26 00:00:22.294578,2026-04-26 00:04:21.878817,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207253,-22.90276201,-43.29802638,2026-04-26,FECHADO,2026-04-26 00:00:31.160619,2026-04-26 00:04:31.225672,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204551,-22.90226554,-43.29836376,2026-04-26,FECHADO,2026-04-26 00:00:26.621046,2026-04-26 00:04:26.629513,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202713,-22.90213826,-43.29864205,2026-04-26,FECHADO,2026-04-26 00:00:34.455147,2026-04-26 00:04:34.088015,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206874,-22.90199976,-43.29850184,2026-04-26,FECHADO,2026-04-26 00:00:12.559949,2026-04-26 00:04:12.323813,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203554,-22.90276097,-43.29784457,2026-04-26,FECHADO,2026-04-26 00:00:21.865725,2026-04-26 00:04:21.532406,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202525,-22.90275259,-43.29783499,2026-04-26,FECHADO,2026-04-26 00:00:37.169687,2026-04-26 00:04:36.971302,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201550,-22.90224371,-43.29838643,2026-04-26,FECHADO,2026-04-26 00:00:21.159807,2026-04-26 00:04:20.942369,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205618,-22.90207762,-43.29852737,2026-04-26,FECHADO,2026-04-26 00:00:57.374736,2026-04-26 00:04:57.531558,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00200957,-22.90274798,-43.29792197,2026-04-26,FECHADO,2026-04-26 00:00:16.76967,2026-04-26 00:04:16.369748,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204412,-22.90267001,-43.29790541,2026-04-26,FECHADO,2026-04-26 00:00:48.407767,2026-04-26 00:04:48.514081,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00209065,-22.90278335,-43.2979744,2026-04-26,FECHADO,2026-04-26 00:00:56.928463,2026-04-26 00:04:57.155504,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205378,-22.90258686,-43.29780606,2026-04-26,FECHADO,2026-04-26 00:00:41.786755,2026-04-26 00:04:41.379064,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205790,-22.90252387,-43.29848607,2026-04-26,FECHADO,2026-04-26 00:00:24.352021,2026-04-26 00:04:24.196753,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201110,-22.9023669,-43.29872569,2026-04-26,FECHADO,2026-04-26 00:00:37.578873,2026-04-26 00:04:37.262691,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203797,-22.90271113,-43.29801002,2026-04-26,FECHADO,2026-04-26 00:00:50.923981,2026-04-26 00:04:51.05923,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00200752,-22.90211172,-43.29852777,2026-04-26,FECHADO,2026-04-26 00:00:47.163916,2026-04-26 00:04:47.253197,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204415,-22.9026268,-43.29776259,2026-04-26,FECHADO,2026-04-26 00:00:44.647693,2026-04-26 00:04:44.743493,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204491,-22.90251422,-43.29905989,2026-04-26,FECHADO,2026-04-26 00:00:05.663875,2026-04-26 00:04:05.294588,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203193,-22.9025086,-43.29790789,2026-04-26,FECHADO,2026-04-26 00:00:05.304191,2026-04-26 00:04:05.290351,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204095,-22.90194679,-43.29854479,2026-04-26,FECHADO,2026-04-26 00:00:06.113358,2026-04-26 00:04:05.804964,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208863,-22.90194428,-43.29858501,2026-04-26,FECHADO,2026-04-26 00:00:50.095891,2026-04-26 00:04:49.914817,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201817,-22.90250695,-43.29923549,2026-04-26,FECHADO,2026-04-26 00:00:47.083125,2026-04-26 00:04:47.732119,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206571,-22.90196396,-43.29825809,2026-04-26,FECHADO,2026-04-26 00:00:13.409386,2026-04-26 00:04:13.314402,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201774,-22.90264481,-43.29920486,2026-04-26,FECHADO,2026-04-26 00:00:25.14027,2026-04-26 00:04:24.760262,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204413,-22.90196604,-43.29845564,2026-04-26,FECHADO,2026-04-26 00:00:07.38484,2026-04-26 00:04:07.241792,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202429,-22.90225285,-43.29928104,2026-04-26,FECHADO,2026-04-26 00:00:38.87011,2026-04-26 00:04:38.762869,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204489,-22.90255578,-43.29765224,2026-04-26,FECHADO,2026-04-26 00:00:21.113804,2026-04-26 00:04:20.779861,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202360,-22.90209189,-43.29857039,2026-04-26,FECHADO,2026-04-26 00:00:18.027157,2026-04-26 00:04:17.592977,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203234,-22.90276717,-43.29808803,2026-04-26,FECHADO,2026-04-26 00:00:07.909165,2026-04-26 00:04:07.796779,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00210031,-22.90212987,-43.29952745,2026-04-26,FECHADO,2026-04-26 00:00:17.546116,2026-04-26 00:04:17.15106,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206577,-22.90209964,-43.29949259,2026-04-26,FECHADO,2026-04-26 00:00:12.359763,2026-04-26 00:04:12.167653,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202958,-22.90264756,-43.2980099,2026-04-26,FECHADO,2026-04-26 00:00:43.025597,2026-04-26 00:04:43.182226,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207883,-22.90251329,-43.29791252,2026-04-26,FECHADO,2026-04-26 00:00:33.231052,2026-04-26 00:04:33.198737,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00210563,-22.90245546,-43.29801882,2026-04-26,FECHADO,2026-04-26 00:00:20.901509,2026-04-26 00:04:20.824784,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206631,-22.90273406,-43.29779197,2026-04-26,FECHADO,2026-04-26 00:00:54.833005,2026-04-26 00:04:54.969747,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203198,-22.90230612,-43.29853334,2026-04-26,FECHADO,2026-04-26 00:00:35.927261,2026-04-26 00:04:35.64655,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201441,-22.90269023,-43.29792037,2026-04-26,FECHADO,2026-04-26 00:00:13.84355,2026-04-26 00:04:13.394336,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201443,-22.90276278,-43.29777813,2026-04-26,FECHADO,2026-04-26 00:00:31.556829,2026-04-26 00:04:31.183737,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207080,-22.90257047,-43.29774708,2026-04-26,FECHADO,2026-04-26 00:00:53.258881,2026-04-26 00:04:53.368387,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204492,-22.90195293,-43.29853633,2026-04-26,FECHADO,2026-04-26 00:00:02.960504,2026-04-26 00:04:02.654733,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201337,-22.90271284,-43.29788792,2026-04-26,FECHADO,2026-04-26 00:00:26.444198,2026-04-26 00:04:26.459733,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205436,-22.90223833,-43.29844943,2026-04-26,FECHADO,2026-04-26 00:00:31.302501,2026-04-26 00:04:31.076715,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207829,-22.90231959,-43.29852117,2026-04-26,FECHADO,2026-04-26 00:00:27.587755,2026-04-26 00:04:27.442448,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208088,-22.90255242,-43.29769797,2026-04-26,FECHADO,2026-04-26 00:00:13.364476,2026-04-26 00:04:12.98491,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208901,-22.90237141,-43.29915738,2026-04-26,FECHADO,2026-04-26 00:00:37.745774,2026-04-26 00:04:37.702881,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206632,-22.90243665,-43.29763727,2026-04-26,FECHADO,2026-04-26 00:00:52.718927,2026-04-26 00:04:53.48571,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202403,-22.90252253,-43.29770686,2026-04-26,FECHADO,2026-04-26 00:00:59.57324,2026-04-26 00:04:59.628859,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201112,-22.90182267,-43.29837176,2026-04-26,FECHADO,2026-04-26 00:00:00.413336,2026-04-26 00:04:00.261114,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202400,-22.90188552,-43.29852166,2026-04-26,FECHADO,2026-04-26 00:00:15.835845,2026-04-26 00:04:15.9278,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203505,-22.90218488,-43.29847078,2026-04-26,FECHADO,2026-04-26 00:00:13.530735,2026-04-26 00:04:12.944851,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207268,-22.90217557,-43.29962012,2026-04-26,FECHADO,2026-04-26 00:00:14.869492,2026-04-26 00:04:14.466749,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201259,-22.90243585,-43.29900805,2026-04-26,FECHADO,2026-04-26 00:00:27.475916,2026-04-26 00:04:27.102724,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207886,-22.90252922,-43.29874899,2026-04-26,FECHADO,2026-04-26 00:00:05.007793,2026-04-26 00:04:04.883121,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206638,-22.90249848,-43.29771805,2026-04-26,FECHADO,2026-04-26 00:00:18.478797,2026-04-26 00:04:18.125546,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206723,-22.90227482,-43.29843366,2026-04-26,FECHADO,2026-04-26 00:00:11.691483,2026-04-26 00:04:11.400822,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201176,-22.90189395,-43.29843528,2026-04-26,FECHADO,2026-04-26 00:00:58.805632,2026-04-26 00:04:58.895128,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206525,-22.90192649,-43.29849099,2026-04-26,FECHADO,2026-04-26 00:00:40.784744,2026-04-26 00:04:40.636934,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207832,-22.90206802,-43.29884158,2026-04-26,FECHADO,2026-04-26 00:00:36.982923,2026-04-26 00:04:36.803971,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203758,-22.90186421,-43.29829477,2026-04-26,FECHADO,2026-04-26 00:00:56.1623,2026-04-26 00:04:56.490774,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203567,-22.90232281,-43.29954645,2026-04-26,FECHADO,2026-04-26 00:00:59.044649,2026-04-26 00:04:59.189907,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202404,-22.90231282,-43.29849633,2026-04-26,FECHADO,2026-04-26 00:00:11.887092,2026-04-26 00:04:11.311885,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201265,-22.90247816,-43.29777785,2026-04-26,FECHADO,2026-04-26 00:00:45.642355,2026-04-26 00:04:45.993171,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208228,-22.90207946,-43.29877037,2026-04-26,FECHADO,2026-04-26 00:00:41.912834,2026-04-26 00:04:41.969302,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00200750,-22.90196356,-43.29878205,2026-04-26,FECHADO,2026-04-26 00:00:47.567122,2026-04-26 00:04:47.627401,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201525,-22.90189657,-43.29860776,2026-04-26,FECHADO,2026-04-26 00:00:08.692428,2026-04-26 00:04:08.375081,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207828,-22.90223971,-43.2995999,2026-04-26,FECHADO,2026-04-26 00:00:02.381732,2026-04-26 00:04:02.329575,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201177,-22.90221971,-43.29954077,2026-04-26,FECHADO,2026-04-26 00:00:39.364833,2026-04-26 00:04:39.22343,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207541,-22.84282186,-43.25399445,2026-04-26,FECHADO,2026-04-26 00:00:31.554333,2026-04-26 00:04:31.195206,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201067,-22.90218561,-43.29952755,2026-04-26,FECHADO,2026-04-26 00:00:33.603688,2026-04-26 00:04:33.572025,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202594,-22.90201454,-43.29883132,2026-04-26,FECHADO,2026-04-26 00:00:16.754074,2026-04-26 00:04:16.398756,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202824,-22.90198366,-43.29860143,2026-04-26,FECHADO,2026-04-26 00:00:02.716519,2026-04-26 00:04:02.364501,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204369,-22.90250356,-43.29771847,2026-04-26,FECHADO,2026-04-26 00:00:09.286132,2026-04-26 00:04:09.163095,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204939,-22.9026703,-43.29786129,2026-04-26,FECHADO,2026-04-26 00:00:56.37916,2026-04-26 00:04:56.423995,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205710,-22.90210631,-43.2987412,2026-04-26,FECHADO,2026-04-26 00:00:02.568247,2026-04-26 00:04:02.385194,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204493,-22.90254761,-43.29772969,2026-04-26,FECHADO,2026-04-26 00:00:03.509849,2026-04-26 00:04:03.427549,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206360,-22.90211793,-43.2984582,2026-04-26,FECHADO,2026-04-26 00:00:55.037348,2026-04-26 00:04:55.501002,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204038,-22.9026921,-43.2980222,2026-04-26,FECHADO,2026-04-26 00:00:55.332447,2026-04-26 00:04:55.434633,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207885,-22.90181677,-43.29859754,2026-04-26,FECHADO,2026-04-26 00:00:09.843863,2026-04-26 00:04:09.837648,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206626,-22.90206279,-43.29887026,2026-04-26,FECHADO,2026-04-26 00:00:08.55523,2026-04-26 00:04:08.6171,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205265,-22.9025893,-43.29793178,2026-04-26,FECHADO,2026-04-26 00:00:19.459952,2026-04-26 00:04:19.274267,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202823,-22.84282479,-43.25417363,2026-04-26,FECHADO,2026-04-26 00:00:25.528369,2026-04-26 00:04:25.359477,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203203,-22.90189101,-43.29827021,2026-04-26,FECHADO,2026-04-26 00:00:52.819456,2026-04-26 00:04:52.977932,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203065,-22.90267958,-43.29771095,2026-04-26,FECHADO,2026-04-26 00:00:08.92088,2026-04-26 00:04:08.56594,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203393,-22.90253191,-43.29784531,2026-04-26,FECHADO,2026-04-26 00:00:03.459489,2026-04-26 00:04:03.427831,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206321,-22.90245261,-43.29765097,2026-04-26,FECHADO,2026-04-26 00:00:16.057564,2026-04-26 00:04:15.734044,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202434,-22.90272713,-43.29780306,2026-04-26,FECHADO,2026-04-26 00:00:26.123804,2026-04-26 00:04:25.828181,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208007,-22.90241685,-43.29799252,2026-04-26,FECHADO,2026-04-26 00:00:16.762792,2026-04-26 00:04:16.73618,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207079,-22.90206621,-43.29842784,2026-04-26,FECHADO,2026-04-26 00:00:19.255174,2026-04-26 00:04:18.801965,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206323,-22.90274731,-43.29798113,2026-04-26,FECHADO,2026-04-26 00:00:34.116891,2026-04-26 00:04:33.979338,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207762,-22.90241091,-43.29917975,2026-04-26,FECHADO,2026-04-26 00:00:51.961127,2026-04-26 00:04:52.345582,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205380,-22.9024523,-43.29908142,2026-04-26,FECHADO,2026-04-26 00:00:51.731907,2026-04-26 00:04:51.968616,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208407,-22.90253661,-43.29778037,2026-04-26,FECHADO,2026-04-26 00:00:31.806562,2026-04-26 00:04:31.58466,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201391,-22.90274647,-43.29777221,2026-04-26,FECHADO,2026-04-26 00:00:11.033313,2026-04-26 00:04:10.94758,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206966,-22.90279323,-43.29783159,2026-04-26,FECHADO,2026-04-26 00:00:35.992763,2026-04-26 00:04:35.861689,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201526,-22.90244708,-43.29921052,2026-04-26,FECHADO,2026-04-26 00:00:00.330465,2026-04-26 00:03:59.989017,4,4,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204592,-22.90256739,-43.29767736,2026-04-26,FECHADO,2026-04-26 00:00:40.709515,2026-04-26 00:04:40.315579,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201828,-22.90213149,-43.29959631,2026-04-26,FECHADO,2026-04-26 00:00:39.875816,2026-04-26 00:04:39.832462,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202432,-22.90205269,-43.29834399,2026-04-26,FECHADO,2026-04-26 00:00:36.384522,2026-04-26 00:04:37.010416,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206698,-22.90278844,-43.29771449,2026-04-26,FECHADO,2026-04-26 00:00:37.436026,2026-04-26 00:04:37.02257,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00206994,-22.90215015,-43.29838014,2026-04-26,FECHADO,2026-04-26 00:00:51.443059,2026-04-26 00:04:51.572696,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00202561,-22.90222108,-43.29840049,2026-04-26,FECHADO,2026-04-26 00:00:42.936248,2026-04-26 00:04:43.138155,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207421,-22.90265588,-43.29790848,2026-04-26,FECHADO,2026-04-26 00:00:03.331503,2026-04-26 00:04:03.255584,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00200755,-22.90242125,-43.29796732,2026-04-26,FECHADO,2026-04-26 00:00:32.80965,2026-04-26 00:04:32.30942,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00209016,-22.90247029,-43.29794965,2026-04-26,FECHADO,2026-04-26 00:00:16.299547,2026-04-26 00:04:15.924311,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00208860,-22.90199782,-43.29837921,2026-04-26,FECHADO,2026-04-26 00:00:42.081379,2026-04-26 00:04:41.781453,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204892,-22.9022514,-43.29838985,2026-04-26,FECHADO,2026-04-26 00:00:27.272634,2026-04-26 00:04:26.940672,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00204368,-22.90185311,-43.29853125,2026-04-26,FECHADO,2026-04-26 00:00:20.363997,2026-04-26 00:04:20.31225,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201111,-22.90236183,-43.29893643,2026-04-26,FECHADO,2026-04-26 00:00:26.12417,2026-04-26 00:04:25.774015,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00207349,-22.90213099,-43.29872021,2026-04-26,FECHADO,2026-04-26 00:00:00.804877,2026-04-26 00:04:01.513026,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00201831,-22.90239915,-43.29826468,2026-04-26,FECHADO,2026-04-26 00:00:39.728671,2026-04-26 00:04:39.166784,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00205201,-22.90215667,-43.2983984,2026-04-26,FECHADO,2026-04-26 00:00:32.771725,2026-04-26 00:04:32.643337,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203236,-22.90247623,-43.29789044,2026-04-26,FECHADO,2026-04-26 00:00:31.368165,2026-04-26 00:04:30.916825,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00210613,-22.90269309,-43.2976692,2026-04-26,FECHADO,2026-04-26 00:00:26.474509,2026-04-26 00:04:26.224358,5,5,5,5,1.0,1.0
RODOVIARIA A. MATIAS LTDA.,B35T020D00203290,-22.90234107,-43.29888912,2026-04-26,FECHADO,2026-04-26 00:00:27.069798,2026-04-26 00:04:26.764593,5,5,5,5,1.0,1.0
