id_operadora,id_validador,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
810001466,B35T020D00204522,2026-04-26,ABERTO,2026-04-26 00:00:30.511683,2026-04-26 00:04:30.185503,5,5,5,5,1.0,1.0
810004155,B35T020D00206438,2026-04-26,ABERTO,2026-04-26 00:00:14.919925,2026-04-26 00:04:14.547569,5,5,5,5,1.0,1.0
810015089,B35T020D00204899,2026-04-26,ABERTO,2026-04-26 00:00:29.339481,2026-04-26 00:04:29.390477,5,5,5,5,1.0,1.0
810005723,B35T020D00201300,2026-04-26,ABERTO,2026-04-26 00:00:14.861937,2026-04-26 00:04:14.931217,5,5,5,5,1.0,1.0
810002919,B35T020D00206560,2026-04-26,ABERTO,2026-04-26 00:00:15.259824,2026-04-26 00:04:15.138386,5,5,5,5,1.0,1.0
810000940,B35T020D00210196,2026-04-26,ABERTO,2026-04-26 00:00:38.746273,2026-04-26 00:04:38.313801,5,5,5,5,1.0,1.0
810018547,B35T020D00201296,2026-04-26,ABERTO,2026-04-26 00:00:36.698776,2026-04-26 00:04:36.53717,5,5,5,5,1.0,1.0
810001192,B35T020D00202884,2026-04-26,ABERTO,2026-04-26 00:00:54.130036,2026-04-26 00:04:54.461431,5,5,5,5,1.0,1.0
810000490,B35T020D00209314,2026-04-26,ABERTO,2026-04-26 00:00:26.59139,2026-04-26 00:04:26.180502,5,4,4,4,1.0,0.8
810016994,B35T020D00204766,2026-04-26,ABERTO,2026-04-26 00:00:04.64846,2026-04-26 00:04:04.436531,5,5,5,5,1.0,1.0
810008591,B35T020D00209535,2026-04-26,ABERTO,2026-04-26 00:00:36.368827,2026-04-26 00:04:36.596675,5,5,5,5,1.0,1.0
810014855,B35T020D00204660,2026-04-26,ABERTO,2026-04-26 00:00:47.918394,2026-04-26 00:04:48.037624,5,5,5,5,1.0,1.0
810008111,B35T020D00205900,2026-04-26,ABERTO,2026-04-26 00:00:46.343263,2026-04-26 00:04:46.09133,5,5,5,5,1.0,1.0
760054701,B35T020D00206033,2026-04-26,ABERTO,2026-04-26 00:00:07.82646,2026-04-26 00:04:07.980968,5,5,5,5,1.0,1.0
810009600,B35T020D00205977,2026-04-26,ABERTO,2026-04-26 00:00:37.532098,2026-04-26 00:04:37.143286,5,5,5,5,1.0,1.0
810002496,B35T020D00201445,2026-04-26,ABERTO,2026-04-26 00:00:28.64615,2026-04-26 00:04:28.598727,5,5,5,5,1.0,1.0
810004845,B35T020D00209421,2026-04-26,ABERTO,2026-04-26 00:00:07.886797,2026-04-26 00:04:07.770501,5,5,5,5,1.0,1.0
810014086,B35T020D00203765,2026-04-26,ABERTO,2026-04-26 00:00:35.022123,2026-04-26 00:04:34.838045,5,5,5,5,1.0,1.0
810002593,B35T020D00205909,2026-04-26,ABERTO,2026-04-26 00:00:54.138586,2026-04-26 00:04:54.30312,5,5,5,5,1.0,1.0
463675823,B35T020D00204434,2026-04-26,ABERTO,2026-04-26 00:00:29.758588,2026-04-26 00:04:29.569858,5,5,5,5,1.0,1.0
810002414,B35T020D00210402,2026-04-26,ABERTO,2026-04-26 00:00:25.492593,2026-04-26 00:04:25.31564,5,5,5,5,1.0,1.0
810001563,B35T020D00207458,2026-04-26,ABERTO,2026-04-26 00:00:29.394968,2026-04-26 00:04:29.040447,5,5,5,5,1.0,1.0
810018538,B35T020D00205852,2026-04-26,ABERTO,2026-04-26 00:00:04.554754,2026-04-26 00:04:04.598987,5,5,5,5,1.0,1.0
810004711,B35T020D00204351,2026-04-26,ABERTO,2026-04-26 00:00:56.532674,2026-04-26 00:04:56.76016,5,5,5,5,1.0,1.0
810005565,B35T020D00206836,2026-04-26,ABERTO,2026-04-26 00:00:54.679721,2026-04-26 00:04:54.977934,5,5,5,5,1.0,1.0
810015733,B35T020D00204024,2026-04-26,ABERTO,2026-04-26 00:00:33.216163,2026-04-26 00:04:33.123445,5,5,5,5,1.0,1.0
760020991,B5AT020D00600999,2026-04-26,ABERTO,2026-04-26 00:00:48.437439,2026-04-26 00:04:48.611527,5,5,5,5,1.0,1.0
810013311,B35T020D00208467,2026-04-26,ABERTO,2026-04-26 00:00:30.035973,2026-04-26 00:04:29.863645,5,5,5,5,1.0,1.0
810019188,B5AT020D00600532,2026-04-26,ABERTO,2026-04-26 00:00:54.822905,2026-04-26 00:04:55.210265,5,5,5,5,1.0,1.0
810019319,B35T020D00206298,2026-04-26,ABERTO,2026-04-26 00:00:34.100528,2026-04-26 00:04:34.186446,5,5,5,5,1.0,1.0
810004401,B35T020D00200708,2026-04-26,ABERTO,2026-04-26 00:00:03.391129,2026-04-26 00:04:03.206115,5,5,5,5,1.0,1.0
463030468,B35T020D00205102,2026-04-26,ABERTO,2026-04-26 00:00:00.801794,2026-04-26 00:04:00.774673,5,5,5,5,1.0,1.0
810001536,B35T020D00202795,2026-04-26,ABERTO,2026-04-26 00:00:42.80316,2026-04-26 00:04:43.183498,5,5,5,5,1.0,1.0
810001280,B35T020D00205515,2026-04-26,ABERTO,2026-04-26 00:00:11.556456,2026-04-26 00:04:11.378626,5,5,5,5,1.0,1.0
463194906,B35T020D00209231,2026-04-26,ABERTO,2026-04-26 00:00:05.600283,2026-04-26 00:04:05.226926,5,5,5,5,1.0,1.0
810006814,B35T020D00206675,2026-04-26,ABERTO,2026-04-26 00:00:24.56264,2026-04-26 00:04:24.50749,5,5,5,5,1.0,1.0
810005769,B35T020D00206277,2026-04-26,ABERTO,2026-04-26 00:00:19.891565,2026-04-26 00:04:19.778837,5,5,5,5,1.0,1.0
810018325,B35T020D00202453,2026-04-26,ABERTO,2026-04-26 00:00:08.858235,2026-04-26 00:04:08.802348,5,5,5,5,1.0,1.0
810010093,B35T020D00206388,2026-04-26,ABERTO,2026-04-26 00:00:46.151459,2026-04-26 00:04:46.121426,5,5,5,5,1.0,1.0
463264911,B35T020D00208816,2026-04-26,ABERTO,2026-04-26 00:00:49.172898,2026-04-26 00:04:49.547107,5,5,5,5,1.0,1.0
810009178,B35T020D00204608,2026-04-26,ABERTO,2026-04-26 00:00:45.133305,2026-04-26 00:04:45.129197,5,5,5,5,1.0,1.0
810007233,B35T020D00203996,2026-04-26,ABERTO,2026-04-26 00:00:12.441789,2026-04-26 00:04:12.159896,5,5,5,5,1.0,1.0
810002113,B35T020D00204887,2026-04-26,ABERTO,2026-04-26 00:00:24.259042,2026-04-26 00:04:24.262876,5,5,5,5,1.0,1.0
810004933,B35T020D00207640,2026-04-26,ABERTO,2026-04-26 00:00:36.106668,2026-04-26 00:04:35.919591,5,5,5,5,1.0,1.0
810015025,B35T020D00202881,2026-04-26,ABERTO,2026-04-26 00:00:35.592394,2026-04-26 00:04:35.390492,5,5,5,5,1.0,1.0
810004252,B5AT020D00600609,2026-04-26,ABERTO,2026-04-26 00:00:54.568222,2026-04-26 00:04:54.964892,5,5,5,5,1.0,1.0
810006276,B35T020D00201401,2026-04-26,ABERTO,2026-04-26 00:00:38.110285,2026-04-26 00:04:38.328408,5,4,4,4,1.0,0.8
810011078,B35T020D00206039,2026-04-26,ABERTO,2026-04-26 00:00:47.71011,2026-04-26 00:04:47.805362,5,5,5,5,1.0,1.0
810019160,B35T020D00206224,2026-04-26,ABERTO,2026-04-26 00:00:23.434261,2026-04-26 00:04:23.054779,5,5,5,5,1.0,1.0
810019799,B35T020D00207185,2026-04-26,ABERTO,2026-04-26 00:00:36.056934,2026-04-26 00:04:35.670032,5,5,5,5,1.0,1.0
810004207,B35T020D00205800,2026-04-26,ABERTO,2026-04-26 00:00:04.99066,2026-04-26 00:04:04.79469,5,5,5,5,1.0,1.0
463386802,B35T020D00208142,2026-04-26,ABERTO,2026-04-26 00:00:05.666829,2026-04-26 00:04:05.673211,5,5,5,5,1.0,1.0
810007048,B35T020D00209256,2026-04-26,ABERTO,2026-04-26 00:00:00.024044,2026-04-26 00:03:59.929682,4,4,5,5,1.0,1.0
810005893,B35T020D00201966,2026-04-26,ABERTO,2026-04-26 00:00:04.705501,2026-04-26 00:04:04.331381,5,5,5,5,1.0,1.0
810000445,B35T020D00202826,2026-04-26,ABERTO,2026-04-26 00:00:58.499711,2026-04-26 00:04:58.446246,5,5,5,5,1.0,1.0
760016077,B5AT020D00600007,2026-04-26,ABERTO,2026-04-26 00:00:11.541519,2026-04-26 00:04:11.51692,5,5,5,5,1.0,1.0
810009886,B35T020D00208141,2026-04-26,ABERTO,2026-04-26 00:00:03.577629,2026-04-26 00:04:03.437767,5,5,5,5,1.0,1.0
810014891,B35T020D00203418,2026-04-26,ABERTO,2026-04-26 00:00:17.686724,2026-04-26 00:04:17.286546,5,5,5,5,1.0,1.0
810017906,B35T020D00201435,2026-04-26,ABERTO,2026-04-26 00:00:06.367799,2026-04-26 00:04:05.927389,5,5,5,5,1.0,1.0
760600072,B35T020D00201980,2026-04-26,ABERTO,2026-04-26 00:00:48.158096,2026-04-26 00:04:48.152315,5,5,5,5,1.0,1.0
810019841,B35T020D00206050,2026-04-26,ABERTO,2026-04-26 00:00:35.319637,2026-04-26 00:04:34.836403,5,5,5,5,1.0,1.0
810001022,B35T020D00208464,2026-04-26,ABERTO,2026-04-26 00:00:49.002197,2026-04-26 00:04:48.983437,5,5,5,5,1.0,1.0
810003240,B35T020D00205242,2026-04-26,ABERTO,2026-04-26 00:00:08.269159,2026-04-26 00:04:07.564146,5,5,5,5,1.0,1.0
810010941,B35T020D00208818,2026-04-26,ABERTO,2026-04-26 00:00:03.237,2026-04-26 00:04:03.645478,5,5,5,5,1.0,1.0
810018857,B5AT020D00600479,2026-04-26,ABERTO,2026-04-26 00:00:31.689695,2026-04-26 00:04:31.663906,5,5,5,5,1.0,1.0
810010349,B35T020D00205354,2026-04-26,ABERTO,2026-04-26 00:00:53.22937,2026-04-26 00:04:53.426852,5,5,5,5,1.0,1.0
810018893,B35T020D00208398,2026-04-26,ABERTO,2026-04-26 00:00:42.586573,2026-04-26 00:04:42.629826,5,5,5,5,1.0,1.0
463625925,B35T020D00200909,2026-04-26,ABERTO,2026-04-26 00:00:46.697888,2026-04-26 00:04:46.827978,5,5,5,0,0.0,1.0
810013986,B35T020D00207288,2026-04-26,ABERTO,2026-04-26 00:00:56.451097,2026-04-26 00:04:56.604001,5,5,5,5,1.0,1.0
810003408,B5AT020D00600240,2026-04-26,ABERTO,2026-04-26 00:00:46.406468,2026-04-26 00:04:46.598694,5,5,5,5,1.0,1.0
810017766,B35T020D00207907,2026-04-26,ABERTO,2026-04-26 00:00:43.973666,2026-04-26 00:04:44.379452,5,5,5,5,1.0,1.0
810000278,B35T020D00205453,2026-04-26,ABERTO,2026-04-26 00:00:14.582195,2026-04-26 00:04:14.494618,5,5,5,5,1.0,1.0
463625615,B35T020D00201408,2026-04-26,ABERTO,2026-04-26 00:00:02.87818,2026-04-26 00:04:02.683962,5,5,5,5,1.0,1.0
810000241,B35T020D00201059,2026-04-26,ABERTO,2026-04-26 00:00:23.41607,2026-04-26 00:04:23.269836,5,5,5,5,1.0,1.0
810003453,B35T020D00204487,2026-04-26,ABERTO,2026-04-26 00:00:47.569951,2026-04-26 00:04:47.519643,5,5,5,5,1.0,1.0
463314775,B35T020D00206644,2026-04-26,ABERTO,2026-04-26 00:00:04.103375,2026-04-26 00:04:03.708096,5,5,5,5,1.0,1.0
810002469,B35T020D00209606,2026-04-26,ABERTO,2026-04-26 00:00:38.509451,2026-04-26 00:04:38.4542,5,5,5,5,1.0,1.0
810001129,B35T020D00209038,2026-04-26,ABERTO,2026-04-26 00:00:03.941072,2026-04-26 00:04:03.550619,5,5,5,5,1.0,1.0
463053894,B5AT020D00600465,2026-04-26,ABERTO,2026-04-26 00:00:21.649501,2026-04-26 00:04:21.59158,5,5,5,5,1.0,1.0
463071933,B35T020D00203230,2026-04-26,ABERTO,2026-04-26 00:00:19.974988,2026-04-26 00:04:19.779599,5,5,5,5,1.0,1.0
810016675,B35T020D00205753,2026-04-26,ABERTO,2026-04-26 00:00:35.017886,2026-04-26 00:04:34.972016,5,5,5,5,1.0,1.0
463275793,B35T020D00202752,2026-04-26,ABERTO,2026-04-26 00:00:03.515329,2026-04-26 00:04:03.417278,5,5,5,5,1.0,1.0
810003879,B35T020D00202371,2026-04-26,ABERTO,2026-04-26 00:00:34.071236,2026-04-26 00:04:34.027165,5,5,5,5,1.0,1.0
810012664,B35T020D00205472,2026-04-26,ABERTO,2026-04-26 00:00:28.231238,2026-04-26 00:04:28.204967,5,5,5,5,1.0,1.0
810002308,B35T020D00206092,2026-04-26,ABERTO,2026-04-26 00:00:36.375157,2026-04-26 00:04:36.228486,5,5,5,5,1.0,1.0
810003684,B35T020D00210141,2026-04-26,ABERTO,2026-04-26 00:00:10.095106,2026-04-26 00:04:10.031904,5,5,5,5,1.0,1.0
810010288,B35T020D00208190,2026-04-26,ABERTO,2026-04-26 00:00:37.208011,2026-04-26 00:04:37.065446,5,5,5,5,1.0,1.0
810001961,B35T020D00205832,2026-04-26,ABERTO,2026-04-26 00:00:39.767433,2026-04-26 00:04:39.54487,5,5,5,5,1.0,1.0
810016365,B35T020D00210236,2026-04-26,ABERTO,2026-04-26 00:00:24.679219,2026-04-26 00:04:25.066485,5,5,5,5,1.0,1.0
810014961,B35T020D00207566,2026-04-26,ABERTO,2026-04-26 00:00:50.33503,2026-04-26 00:04:50.694104,5,5,5,5,1.0,1.0
810019203,B5AT020D00600976,2026-04-26,ABERTO,2026-04-26 00:00:52.913558,2026-04-26 00:04:53.011043,5,5,5,5,1.0,1.0
810012424,B35T020D00207462,2026-04-26,ABERTO,2026-04-26 00:00:10.203933,2026-04-26 00:04:09.939104,5,5,5,5,1.0,1.0
810011528,B35T020D00210704,2026-04-26,ABERTO,2026-04-26 00:00:54.367859,2026-04-26 00:04:54.706453,5,5,5,5,1.0,1.0
810004818,B35T020D00205082,2026-04-26,ABERTO,2026-04-26 00:00:32.954304,2026-04-26 00:04:32.728186,5,5,5,5,1.0,1.0
810009044,B35T020D00206538,2026-04-26,ABERTO,2026-04-26 00:00:42.960591,2026-04-26 00:04:42.989932,5,5,5,5,1.0,1.0
760045970,B35T020D00208910,2026-04-26,ABERTO,2026-04-26 00:00:17.616283,2026-04-26 00:04:17.690084,5,5,5,5,1.0,1.0
810001916,B35T020D00206026,2026-04-26,ABERTO,2026-04-26 00:00:35.327425,2026-04-26 00:04:35.495413,5,5,5,5,1.0,1.0
810017094,B35T020D00204021,2026-04-26,ABERTO,2026-04-26 00:00:42.596579,2026-04-26 00:04:42.755356,5,5,5,5,1.0,1.0
810020960,B35T020D00200598,2026-04-26,ABERTO,2026-04-26 00:00:16.358376,2026-04-26 00:04:16.265088,5,5,5,5,1.0,1.0
810020614,B35T020D00205771,2026-04-26,ABERTO,2026-04-26 00:00:25.536521,2026-04-26 00:04:25.521326,5,5,5,5,1.0,1.0
810001776,B35T020D00209528,2026-04-26,ABERTO,2026-04-26 00:00:37.335127,2026-04-26 00:04:36.997871,5,5,5,5,1.0,1.0
810002104,B35T020D00200774,2026-04-26,ABERTO,2026-04-26 00:00:51.419221,2026-04-26 00:04:51.399246,5,5,5,5,1.0,1.0
810003897,B35T020D00207603,2026-04-26,ABERTO,2026-04-26 00:00:01.900475,2026-04-26 00:04:02.070876,5,5,5,5,1.0,1.0
810013180,B35T020D00202015,2026-04-26,ABERTO,2026-04-26 00:00:28.087163,2026-04-26 00:04:27.771427,5,5,5,5,1.0,1.0
810004410,B35T020D00207161,2026-04-26,ABERTO,2026-04-26 00:00:30.581096,2026-04-26 00:04:30.367063,5,5,5,5,1.0,1.0
810018398,B35T020D00205026,2026-04-26,ABERTO,2026-04-26 00:00:14.311316,2026-04-26 00:04:14.312492,5,5,5,0,0.0,1.0
810013658,B35T020D00205580,2026-04-26,ABERTO,2026-04-26 00:00:26.94214,2026-04-26 00:04:26.767032,5,5,5,5,1.0,1.0
463676145,B35T020D00202118,2026-04-26,ABERTO,2026-04-26 00:00:46.48731,2026-04-26 00:04:46.258088,5,5,5,5,1.0,1.0
810014253,B35T020D00205709,2026-04-26,ABERTO,2026-04-26 00:00:13.633671,2026-04-26 00:04:13.305271,5,5,5,5,1.0,1.0
810003055,B35T020D00208913,2026-04-26,ABERTO,2026-04-26 00:00:17.534803,2026-04-26 00:04:17.191485,5,5,5,5,1.0,1.0
810013375,B35T020D00205556,2026-04-26,ABERTO,2026-04-26 00:00:12.157755,2026-04-26 00:04:11.977884,5,5,5,5,1.0,1.0
810008892,B35T020D00202075,2026-04-26,ABERTO,2026-04-26 00:00:33.435518,2026-04-26 00:04:33.253511,5,5,5,5,1.0,1.0
810012150,B35T020D00207729,2026-04-26,ABERTO,2026-04-26 00:00:52.16045,2026-04-26 00:04:52.235336,5,5,5,5,1.0,1.0
463304127,B35T020D00207400,2026-04-26,ABERTO,2026-04-26 00:00:00.352636,2026-04-26 00:04:00.091204,5,4,5,5,1.0,0.8
463180824,B35T020D00206297,2026-04-26,ABERTO,2026-04-26 00:00:44.904092,2026-04-26 00:03:56.761093,4,4,5,5,1.0,1.0
810004243,B35T020D00206343,2026-04-26,ABERTO,2026-04-26 00:00:12.323694,2026-04-26 00:04:12.35945,5,5,5,5,1.0,1.0
810004076,B35T020D00201649,2026-04-26,ABERTO,2026-04-26 00:00:24.680533,2026-04-26 00:04:24.665511,5,5,5,5,1.0,1.0
810004216,B35T020D00202760,2026-04-26,ABERTO,2026-04-26 00:01:16.787302,2026-04-26 00:04:16.521172,4,4,4,4,1.0,1.0
810008777,B35T020D00204844,2026-04-26,ABERTO,2026-04-26 00:00:31.064216,2026-04-26 00:04:30.524832,5,5,5,5,1.0,1.0
810020243,B5AT020D00600203,2026-04-26,ABERTO,2026-04-26 00:00:18.260521,2026-04-26 00:04:17.883066,5,5,5,0,0.0,1.0
760032864,B5AT020D00600160,2026-04-26,ABERTO,2026-04-26 00:00:26.972235,2026-04-26 00:04:26.774783,5,5,5,5,1.0,1.0
810017386,B35T020D00202885,2026-04-26,ABERTO,2026-04-26 00:00:22.447179,2026-04-26 00:04:22.459295,5,5,5,5,1.0,1.0
810009479,B35T020D00207182,2026-04-26,ABERTO,2026-04-26 00:00:00.139694,2026-04-26 00:04:59.94349,5,4,6,0,0.0,0.8
810015760,B35T020D00203805,2026-04-26,ABERTO,2026-04-26 00:00:39.731102,2026-04-26 00:04:39.745403,5,5,5,5,1.0,1.0
463355310,B35T020D00202436,2026-04-26,ABERTO,2026-04-26 00:00:50.40232,2026-04-26 00:04:50.959275,5,5,5,5,1.0,1.0
810016842,B35T020D00205255,2026-04-26,ABERTO,2026-04-26 00:00:30.097174,2026-04-26 00:04:30.096458,5,5,5,5,1.0,1.0
810001183,B35T020D00202011,2026-04-26,ABERTO,2026-04-26 00:00:03.827716,2026-04-26 00:04:03.723615,5,5,5,5,1.0,1.0
810007613,B35T020D00202882,2026-04-26,ABERTO,2026-04-26 00:00:07.584074,2026-04-26 00:04:07.336894,5,5,5,5,1.0,1.0
810003727,B35T020D00204007,2026-04-26,ABERTO,2026-04-26 00:00:32.727417,2026-04-26 00:04:32.521217,5,5,5,5,1.0,1.0
810014615,B35T020D00205455,2026-04-26,ABERTO,2026-04-26 00:00:47.572955,2026-04-26 00:04:47.583901,5,5,5,5,1.0,1.0
463303911,B35T020D00209816,2026-04-26,ABERTO,2026-04-26 00:00:07.377662,2026-04-26 00:04:07.144746,5,5,5,5,1.0,1.0
760013874,B5AT020D00600095,2026-04-26,ABERTO,2026-04-26 00:03:49.150364,2026-04-26 00:04:48.725525,2,2,2,2,1.0,1.0
463110845,B35T020D00203936,2026-04-26,ABERTO,2026-04-26 00:00:41.633733,2026-04-26 00:04:40.829537,5,5,5,5,1.0,1.0
810009637,B35T020D00206018,2026-04-26,ABERTO,2026-04-26 00:00:58.39705,2026-04-26 00:04:58.775464,5,5,5,5,1.0,1.0
810001800,B35T020D00204893,2026-04-26,ABERTO,2026-04-26 00:00:42.48438,2026-04-26 00:04:42.359087,5,5,5,5,1.0,1.0
810006081,B35T020D00204002,2026-04-26,ABERTO,2026-04-26 00:00:18.185818,2026-04-26 00:04:18.065305,5,5,5,5,1.0,1.0
463181304,B35T020D00207919,2026-04-26,ABERTO,2026-04-26 00:01:15.334325,2026-04-26 00:03:59.715322,3,3,4,4,1.0,1.0
810008209,B35T020D00207939,2026-04-26,ABERTO,2026-04-26 00:00:56.861274,2026-04-26 00:04:57.183203,5,5,5,5,1.0,1.0
810005909,B35T020D00207524,2026-04-26,ABERTO,2026-04-26 00:00:21.718458,2026-04-26 00:04:21.60503,5,5,5,5,1.0,1.0
810001679,B35T020D00204784,2026-04-26,ABERTO,2026-04-26 00:00:17.406303,2026-04-26 00:04:17.06808,5,5,5,5,1.0,1.0
760048225,B5AT020D00600012,2026-04-26,ABERTO,2026-04-26 00:00:10.846652,2026-04-26 00:04:10.695353,5,5,5,5,1.0,1.0
810006595,B35T020D00210380,2026-04-26,ABERTO,2026-04-26 00:00:42.199023,2026-04-26 00:04:42.552963,5,5,5,0,0.0,1.0
810002177,B35T020D00201716,2026-04-26,ABERTO,2026-04-26 00:00:22.18808,2026-04-26 00:04:22.235832,5,5,5,5,1.0,1.0
810000357,B35T020D00208540,2026-04-26,ABERTO,2026-04-26 00:00:24.066613,2026-04-26 00:04:23.943596,5,5,5,5,1.0,1.0
810015788,B35T020D00205896,2026-04-26,ABERTO,2026-04-26 00:00:15.232077,2026-04-26 00:04:15.142807,5,5,5,5,1.0,1.0
810002487,B5AT020D00600429,2026-04-26,ABERTO,2026-04-26 00:00:35.561809,2026-04-26 00:04:35.510208,5,5,5,5,1.0,1.0
810010710,B35T020D00203095,2026-04-26,ABERTO,2026-04-26 00:00:11.385252,2026-04-26 00:04:11.341558,5,5,5,5,1.0,1.0
2647,B35T020D00207699,2026-04-26,ABERTO,2026-04-26 00:00:12.823625,2026-04-26 00:04:12.829233,5,5,5,5,1.0,1.0
760035146,B35T020D00204962,2026-04-26,ABERTO,2026-04-26 00:00:37.586676,2026-04-26 00:03:37.676451,4,4,4,4,1.0,1.0
810009567,B35T020D00204285,2026-04-26,ABERTO,2026-04-26 00:00:56.221026,2026-04-26 00:04:56.23251,5,5,5,5,1.0,1.0
810015803,B5AT020D00600199,2026-04-26,ABERTO,2026-04-26 00:00:15.402912,2026-04-26 00:04:15.033097,5,5,5,5,1.0,1.0
810015238,B35T020D00203912,2026-04-26,ABERTO,2026-04-26 00:00:57.426927,2026-04-26 00:04:57.629135,5,5,5,5,1.0,1.0
810002681,B35T020D00202213,2026-04-26,ABERTO,2026-04-26 00:00:51.452413,2026-04-26 00:04:51.850565,5,5,5,5,1.0,1.0
810020580,B35T020D00209052,2026-04-26,ABERTO,2026-04-26 00:00:37.094729,2026-04-26 00:04:37.099259,5,5,5,5,1.0,1.0
810008005,B35T020D00205246,2026-04-26,ABERTO,2026-04-26 00:00:04.044664,2026-04-26 00:04:03.813249,5,5,5,5,1.0,1.0
810012284,B35T020D00208765,2026-04-26,ABERTO,2026-04-26 00:00:46.844348,2026-04-26 00:04:46.556391,5,5,5,5,1.0,1.0
810009008,B35T020D00201444,2026-04-26,ABERTO,2026-04-26 00:00:28.635513,2026-04-26 00:04:28.554318,5,5,5,5,1.0,1.0
760063329,B35T020D00201524,2026-04-26,ABERTO,2026-04-26 00:00:00.872068,2026-04-26 00:04:00.711061,5,5,5,5,1.0,1.0
810017687,B35T020D00202085,2026-04-26,ABERTO,2026-04-26 00:00:04.50147,2026-04-26 00:04:04.085598,5,5,5,5,1.0,1.0
810006443,B35T020D00202827,2026-04-26,ABERTO,2026-04-26 00:00:10.450383,2026-04-26 00:04:10.336422,5,5,5,5,1.0,1.0
810019470,B5AT020D00600470,2026-04-26,ABERTO,2026-04-26 00:00:20.378433,2026-04-26 00:04:20.391479,5,5,5,5,1.0,1.0
463226241,B35T020D00202073,2026-04-26,ABERTO,2026-04-26 00:00:30.969051,2026-04-26 00:03:30.996326,4,4,4,4,1.0,1.0
463352126,B35T020D00205223,2026-04-26,ABERTO,2026-04-26 00:00:12.541323,2026-04-26 00:04:12.230203,5,5,5,5,1.0,1.0
810013153,B35T020D00204051,2026-04-26,ABERTO,2026-04-26 00:00:46.127173,2026-04-26 00:04:46.112682,5,5,5,5,1.0,1.0
810000560,B35T020D00204155,2026-04-26,ABERTO,2026-04-26 00:00:03.078925,2026-04-26 00:04:02.551608,5,5,5,5,1.0,1.0
810010260,B35T020D00206781,2026-04-26,ABERTO,2026-04-26 00:00:46.78055,2026-04-26 00:04:46.900424,5,5,5,5,1.0,1.0
810004067,B35T020D00206379,2026-04-26,ABERTO,2026-04-26 00:00:51.642837,2026-04-26 00:04:51.682012,5,5,5,5,1.0,1.0
810010039,B35T020D00209311,2026-04-26,ABERTO,2026-04-26 00:00:42.216614,2026-04-26 00:04:42.304882,5,5,5,5,1.0,1.0
810019009,B35T020D00208965,2026-04-26,ABERTO,2026-04-26 00:00:14.113994,2026-04-26 00:04:13.98586,5,5,5,5,1.0,1.0
810001767,B35T020D00207755,2026-04-26,ABERTO,2026-04-26 00:00:38.007887,2026-04-26 00:04:37.665507,5,5,5,5,1.0,1.0
463362853,B35T020D00206183,2026-04-26,ABERTO,2026-04-26 00:00:35.213004,2026-04-26 00:04:35.14045,5,5,5,5,1.0,1.0
810010996,B35T020D00204480,2026-04-26,ABERTO,2026-04-26 00:00:49.811129,2026-04-26 00:04:50.048091,5,5,5,5,1.0,1.0
810004447,B35T020D00202299,2026-04-26,ABERTO,2026-04-26 00:00:21.959923,2026-04-26 00:04:22.030935,5,5,5,5,1.0,1.0
810002964,B35T020D00210205,2026-04-26,ABERTO,2026-04-26 00:00:10.070989,2026-04-26 00:04:09.749815,5,5,5,5,1.0,1.0
810012646,B35T020D00203174,2026-04-26,ABERTO,2026-04-26 00:00:59.560096,2026-04-26 00:04:59.901012,5,5,5,0,0.0,1.0
810020827,B35T020D00205077,2026-04-26,ABERTO,2026-04-26 00:00:13.743625,2026-04-26 00:04:13.581978,5,5,5,5,1.0,1.0
810017261,B35T020D00204461,2026-04-26,ABERTO,2026-04-26 00:00:40.956209,2026-04-26 00:04:41.128765,5,5,5,5,1.0,1.0
463625679,B35T020D00205764,2026-04-26,ABERTO,2026-04-26 00:00:35.671186,2026-04-26 00:04:35.235421,5,5,5,5,1.0,1.0
810000658,B35T020D00201677,2026-04-26,ABERTO,2026-04-26 00:00:23.341655,2026-04-26 00:04:23.017483,5,5,5,5,1.0,1.0
810001989,B35T020D00207372,2026-04-26,ABERTO,2026-04-26 00:00:11.42301,2026-04-26 00:04:11.250677,5,5,5,5,1.0,1.0
2661,B35T020D00206206,2026-04-26,ABERTO,2026-04-26 00:00:15.078653,2026-04-26 00:04:14.887059,5,5,5,5,1.0,1.0
810016790,B35T020D00210209,2026-04-26,ABERTO,2026-04-26 00:00:57.261373,2026-04-26 00:04:57.358591,5,5,5,5,1.0,1.0
463070091,B5AT020D00600338,2026-04-26,ABERTO,2026-04-26 00:00:56.013277,2026-04-26 00:04:55.834459,5,5,5,5,1.0,1.0
810010057,B35T020D00201461,2026-04-26,ABERTO,2026-04-26 00:00:27.717473,2026-04-26 00:04:27.70366,5,5,5,5,1.0,1.0
810020030,B5AT020D00600452,2026-04-26,ABERTO,2026-04-26 00:00:28.809058,2026-04-26 00:04:28.381009,5,5,5,5,1.0,1.0
810013898,B35T020D00202955,2026-04-26,ABERTO,2026-04-26 00:00:38.40881,2026-04-26 00:04:38.440229,5,5,5,5,1.0,1.0
810001059,B35T020D00204122,2026-04-26,ABERTO,2026-04-26 00:00:53.75685,2026-04-26 00:04:53.649368,5,5,5,5,1.0,1.0
